interaction_id,customer_id,policy_id,channel_id,agent_id,interaction_datetime,interaction_year,interaction_type,interaction_reason,direction,duration_seconds,sentiment_score,resolved_flag
INT_00000042815,CUST_00004141,POL_000006630,CH_MOBILE,,2025-10-22T17:41:00+00:00,2025,CALL,CLAIM,INBOUND,1618,0.116,true
INT_00000042816,CUST_00004141,POL_000006630,CH_CALL_CENTER,AGT_00010,2026-06-11T19:19:00+00:00,2026,CALL,CLAIM,INBOUND,514,0.241,true
INT_00000042817,CUST_00004142,POL_000006631,CH_MOBILE,,2026-05-09T08:21:00+00:00,2026,EMAIL,BILLING,INBOUND,1626,0.221,true
INT_00000042818,CUST_00004142,POL_000006631,CH_CALL_CENTER,AGT_00024,2025-10-10T17:20:00+00:00,2025,CHAT,GENERAL_SERVICE,INBOUND,1076,0.216,true
INT_00000042819,CUST_00004142,POL_000006631,CH_MOBILE,,2026-06-07T12:49:00+00:00,2026,CHAT,RETENTION,INBOUND,620,-0.152,true
INT_00000042820,CUST_00004142,POL_000006631,CH_EMAIL,,2025-04-05T08:59:00+00:00,2025,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,281,-0.215,false
INT_00000042821,CUST_00004143,POL_000006632,CH_WEB,,2024-09-21T11:40:00+00:00,2024,MOBILE_SESSION,BILLING,INBOUND,1491,-0.359,false
INT_00000042822,CUST_00004143,POL_000006633,CH_WEB,,2024-02-20T14:00:00+00:00,2024,MOBILE_SESSION,RENEWAL,INBOUND,949,-0.192,true
INT_00000042823,CUST_00004143,POL_000006632,CH_CALL_CENTER,AGT_00018,2023-06-11T11:54:00+00:00,2023,EMAIL,COMPLAINT,INBOUND,212,0.699,true
INT_00000042824,CUST_00004143,POL_000006632,CH_SMS,,2025-09-09T13:04:00+00:00,2025,CHAT,RENEWAL,OUTBOUND,101,-0.755,true
INT_00000042825,CUST_00004143,POL_000006632,CH_BRANCH,AGT_00018,2024-04-10T14:26:00+00:00,2024,BRANCH_MEETING,CLAIM,INBOUND,628,0.09,false
INT_00000042826,CUST_00004143,POL_000006632,CH_WEB,,2025-10-16T13:22:00+00:00,2025,CHAT,GENERAL_SERVICE,INBOUND,1697,0.236,false
INT_00000042827,CUST_00004143,POL_000006633,CH_MOBILE,,2024-01-06T19:48:00+00:00,2024,CALL,GENERAL_SERVICE,INBOUND,832,0.559,true
INT_00000042828,CUST_00004143,POL_000006633,CH_EMAIL,,2024-05-19T11:08:00+00:00,2024,CALL,RENEWAL,OUTBOUND,241,-0.341,true
INT_00000042829,CUST_00004143,POL_000006632,CH_WEB,,2024-01-15T18:55:00+00:00,2024,EMAIL,GENERAL_SERVICE,INBOUND,1371,-0.098,true
INT_00000042830,CUST_00004143,POL_000006633,CH_CALL_CENTER,AGT_00019,2023-09-06T14:19:00+00:00,2023,EMAIL,GENERAL_SERVICE,INBOUND,608,-0.249,true
INT_00000042831,CUST_00004143,POL_000006632,CH_WEB,,2024-08-25T11:00:00+00:00,2024,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,777,0.471,true
INT_00000042832,CUST_00004143,POL_000006633,CH_BRANCH,AGT_00017,2025-04-16T20:25:00+00:00,2025,CALL,RENEWAL,INBOUND,1677,0.37,true
INT_00000042833,CUST_00004143,POL_000006633,CH_MOBILE,,2025-02-18T10:26:00+00:00,2025,CHAT,BILLING,INBOUND,1685,0.025,true
INT_00000042834,CUST_00004144,POL_000006634,CH_WEB,,2024-09-14T18:11:00+00:00,2024,WEB_VISIT,QUOTE,INBOUND,209,-0.164,true
INT_00000042835,CUST_00004144,POL_000006634,CH_MOBILE,,2024-11-09T12:56:00+00:00,2024,EMAIL,GENERAL_SERVICE,INBOUND,476,-0.301,true
INT_00000042836,CUST_00004144,POL_000006634,CH_MOBILE,,2021-12-03T17:45:00+00:00,2021,MOBILE_SESSION,CLAIM,INBOUND,1162,0.16,true
INT_00000042837,CUST_00004144,POL_000006634,CH_CALL_CENTER,AGT_00115,2024-04-17T15:25:00+00:00,2024,WEB_VISIT,QUOTE,INBOUND,1645,-0.333,true
INT_00000042838,CUST_00004145,POL_000006635,CH_WEB,,2024-01-08T08:49:00+00:00,2024,EMAIL,BILLING,INBOUND,1515,-0.03,false
INT_00000042839,CUST_00004145,POL_000006635,CH_MOBILE,,2024-01-29T13:05:00+00:00,2024,MOBILE_SESSION,QUOTE,INBOUND,874,0.074,true
INT_00000042840,CUST_00004145,POL_000006635,CH_BRANCH,AGT_00136,2026-01-12T12:13:00+00:00,2026,MOBILE_SESSION,BILLING,INBOUND,164,0.206,true
INT_00000042841,CUST_00004145,POL_000006636,CH_CALL_CENTER,AGT_00138,2024-11-17T16:07:00+00:00,2024,BRANCH_MEETING,RENEWAL,INBOUND,1023,-0.023,true
INT_00000042842,CUST_00004145,POL_000006635,CH_MOBILE,,2025-05-24T20:39:00+00:00,2025,BRANCH_MEETING,BILLING,INBOUND,1173,-0.43,true
INT_00000042843,CUST_00004145,POL_000006636,CH_EMAIL,,2026-01-25T09:55:00+00:00,2026,CHAT,GENERAL_SERVICE,INBOUND,1145,0.306,true
INT_00000042844,CUST_00004145,POL_000006635,CH_MOBILE,,2024-05-19T20:28:00+00:00,2024,WEB_VISIT,BILLING,INBOUND,1290,-0.853,true
INT_00000042845,CUST_00004145,POL_000006636,CH_EMAIL,,2024-07-28T13:51:00+00:00,2024,CHAT,CLAIM,INBOUND,143,-0.235,true
INT_00000042846,CUST_00004145,POL_000006635,CH_CALL_CENTER,AGT_00137,2025-07-22T11:10:00+00:00,2025,EMAIL,COMPLAINT,INBOUND,719,0.356,true
INT_00000042847,CUST_00004145,POL_000006636,CH_BRANCH,AGT_00136,2025-12-31T20:28:00+00:00,2025,CHAT,RENEWAL,OUTBOUND,705,0.702,true
INT_00000042848,CUST_00004146,POL_000006637,CH_CALL_CENTER,AGT_00046,2025-02-07T19:56:00+00:00,2025,WEB_VISIT,RENEWAL,OUTBOUND,307,-0.807,false
INT_00000042849,CUST_00004146,POL_000006637,CH_EMAIL,,2025-02-24T09:37:00+00:00,2025,CHAT,BILLING,INBOUND,661,0.126,true
INT_00000042850,CUST_00004146,POL_000006637,CH_MOBILE,,2024-05-08T19:23:00+00:00,2024,CHAT,CLAIM,INBOUND,412,0.859,true
INT_00000042851,CUST_00004146,POL_000006637,CH_CALL_CENTER,AGT_00046,2025-08-12T14:15:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,674,-0.747,false
INT_00000042852,CUST_00004146,POL_000006637,CH_MOBILE,,2023-05-02T12:27:00+00:00,2023,CALL,GENERAL_SERVICE,INBOUND,1794,0.272,true
INT_00000042853,CUST_00004146,POL_000006638,CH_EMAIL,,2023-09-14T12:26:00+00:00,2023,CALL,RENEWAL,INBOUND,415,0.589,true
INT_00000042854,CUST_00004146,POL_000006637,CH_WEB,,2026-01-30T13:03:00+00:00,2026,EMAIL,QUOTE,INBOUND,959,0.485,true
INT_00000042855,CUST_00004146,POL_000006638,CH_EMAIL,,2024-06-09T09:37:00+00:00,2024,CALL,RETENTION,INBOUND,727,0.172,true
INT_00000042856,CUST_00004146,POL_000006637,CH_MOBILE,,2024-11-01T15:26:00+00:00,2024,WEB_VISIT,RETENTION,INBOUND,932,0.511,true
INT_00000042857,CUST_00004146,POL_000006637,CH_MOBILE,,2023-08-28T15:13:00+00:00,2023,CALL,BILLING,INBOUND,1314,0.566,true
INT_00000042858,CUST_00004146,POL_000006637,CH_WEB,,2023-06-24T11:16:00+00:00,2023,CALL,BILLING,INBOUND,631,0.524,true
INT_00000042859,CUST_00004147,POL_000006639,CH_EMAIL,,2026-06-10T09:52:00+00:00,2026,EMAIL,QUOTE,INBOUND,515,-0.052,true
INT_00000042860,CUST_00004147,POL_000006639,CH_WEB,,2025-09-03T15:52:00+00:00,2025,CALL,RETENTION,OUTBOUND,1472,0.693,true
INT_00000042861,CUST_00004147,POL_000006639,CH_MOBILE,,2025-11-18T17:30:00+00:00,2025,WEB_VISIT,GENERAL_SERVICE,INBOUND,683,-0.145,false
INT_00000042862,CUST_00004147,POL_000006639,CH_MOBILE,,2026-04-09T20:36:00+00:00,2026,MOBILE_SESSION,RENEWAL,INBOUND,213,-0.537,true
INT_00000042863,CUST_00004147,POL_000006639,CH_CALL_CENTER,AGT_00032,2025-11-30T11:34:00+00:00,2025,WEB_VISIT,RENEWAL,INBOUND,1747,0.012,true
INT_00000042864,CUST_00004147,POL_000006639,CH_MOBILE,,2026-05-10T16:40:00+00:00,2026,WEB_VISIT,COMPLAINT,INBOUND,808,0.435,true
INT_00000042865,CUST_00004147,POL_000006639,CH_BRANCH,AGT_00032,2026-06-24T19:07:00+00:00,2026,BRANCH_MEETING,RENEWAL,INBOUND,477,-0.404,false
INT_00000042866,CUST_00004147,POL_000006639,CH_EMAIL,,2025-06-09T19:22:00+00:00,2025,EMAIL,QUOTE,INBOUND,947,-0.056,false
INT_00000042867,CUST_00004147,POL_000006639,CH_CALL_CENTER,AGT_00033,2025-07-17T16:47:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,727,-0.066,true
INT_00000042868,CUST_00004147,POL_000006639,CH_WEB,,2025-06-30T11:15:00+00:00,2025,MOBILE_SESSION,BILLING,INBOUND,1396,0.479,true
INT_00000042869,CUST_00004148,POL_000006640,CH_WEB,,2024-08-29T16:20:00+00:00,2024,CHAT,GENERAL_SERVICE,INBOUND,793,0.486,true
INT_00000042870,CUST_00004148,POL_000006640,CH_EMAIL,,2026-01-26T09:39:00+00:00,2026,CALL,RENEWAL,OUTBOUND,850,-0.577,false
INT_00000042871,CUST_00004148,POL_000006640,CH_CALL_CENTER,AGT_00131,2023-09-30T19:16:00+00:00,2023,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,975,-0.006,false
INT_00000042872,CUST_00004148,POL_000006640,CH_CALL_CENTER,AGT_00130,2021-08-01T16:17:00+00:00,2021,CALL,QUOTE,INBOUND,1467,-0.03,true
INT_00000042873,CUST_00004148,POL_000006640,CH_WEB,,2023-11-10T10:29:00+00:00,2023,WEB_VISIT,QUOTE,INBOUND,643,0.313,true
INT_00000042874,CUST_00004148,POL_000006640,CH_BRANCH,AGT_00129,2022-08-07T16:21:00+00:00,2022,WEB_VISIT,BILLING,INBOUND,1369,-0.717,true
INT_00000042875,CUST_00004148,POL_000006640,CH_WEB,,2026-01-18T14:23:00+00:00,2026,MOBILE_SESSION,BILLING,INBOUND,84,0.689,true
INT_00000042876,CUST_00004148,POL_000006640,CH_MOBILE,,2026-02-07T18:33:00+00:00,2026,WEB_VISIT,QUOTE,INBOUND,1711,-0.47,true
INT_00000042877,CUST_00004148,POL_000006640,CH_SMS,,2022-10-27T12:14:00+00:00,2022,WEB_VISIT,QUOTE,INBOUND,1721,-0.12,true
INT_00000042878,CUST_00004148,POL_000006640,CH_EMAIL,,2023-01-18T19:10:00+00:00,2023,WEB_VISIT,RENEWAL,INBOUND,891,0.934,true
INT_00000042879,CUST_00004148,POL_000006640,CH_MOBILE,,2024-01-09T12:30:00+00:00,2024,EMAIL,RETENTION,OUTBOUND,1329,0.688,false
INT_00000042880,CUST_00004148,POL_000006640,CH_CALL_CENTER,AGT_00130,2024-03-14T17:00:00+00:00,2024,WEB_VISIT,RETENTION,OUTBOUND,1356,0.085,true
INT_00000042881,CUST_00004148,POL_000006640,CH_EMAIL,,2023-08-03T17:28:00+00:00,2023,MOBILE_SESSION,RENEWAL,OUTBOUND,870,-0.281,false
INT_00000042882,CUST_00004149,POL_000006643,CH_WEB,,2024-12-20T12:25:00+00:00,2024,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1616,-0.186,false
INT_00000042883,CUST_00004149,POL_000006642,CH_MOBILE,,2026-02-14T15:49:00+00:00,2026,SMS,COMPLAINT,INBOUND,1226,-0.524,false
INT_00000042884,CUST_00004149,POL_000006641,CH_WEB,,2024-05-10T13:37:00+00:00,2024,WEB_VISIT,RETENTION,OUTBOUND,483,0.374,true
INT_00000042885,CUST_00004149,POL_000006643,CH_MOBILE,,2024-05-24T14:05:00+00:00,2024,MOBILE_SESSION,BILLING,INBOUND,1145,-0.308,true
INT_00000042886,CUST_00004149,POL_000006643,CH_EMAIL,,2024-10-12T12:06:00+00:00,2024,CHAT,QUOTE,INBOUND,987,-0.483,false
INT_00000042887,CUST_00004149,POL_000006642,CH_MOBILE,,2024-12-07T09:11:00+00:00,2024,BRANCH_MEETING,GENERAL_SERVICE,INBOUND,1487,0.051,true
INT_00000042888,CUST_00004149,POL_000006643,CH_MOBILE,,2026-05-28T19:54:00+00:00,2026,CALL,BILLING,INBOUND,797,-0.556,false
INT_00000042889,CUST_00004150,POL_000006644,CH_WEB,,2025-03-24T15:57:00+00:00,2025,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,694,0.906,true
INT_00000042890,CUST_00004150,POL_000006646,CH_SMS,,2026-03-24T13:03:00+00:00,2026,WEB_VISIT,GENERAL_SERVICE,INBOUND,1610,-0.099,true
INT_00000042891,CUST_00004150,POL_000006646,CH_CALL_CENTER,AGT_00073,2023-06-19T13:51:00+00:00,2023,BRANCH_MEETING,QUOTE,INBOUND,1689,0.43,true
INT_00000042892,CUST_00004150,POL_000006645,CH_CALL_CENTER,AGT_00074,2024-03-11T14:37:00+00:00,2024,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,289,0.156,true
INT_00000042893,CUST_00004150,POL_000006646,CH_CALL_CENTER,AGT_00074,2024-08-10T13:25:00+00:00,2024,SMS,RENEWAL,OUTBOUND,1039,0.224,true
INT_00000042894,CUST_00004151,POL_000006647,CH_CALL_CENTER,AGT_00038,2026-06-21T16:50:00+00:00,2026,CALL,CLAIM,INBOUND,107,0.618,true
INT_00000042895,CUST_00004151,POL_000006647,CH_MOBILE,,2025-11-29T14:47:00+00:00,2025,EMAIL,RENEWAL,OUTBOUND,1423,-0.252,true
INT_00000042896,CUST_00004151,POL_000006647,CH_MOBILE,,2026-04-12T20:41:00+00:00,2026,CHAT,RETENTION,OUTBOUND,1371,0.315,false
INT_00000042897,CUST_00004151,POL_000006647,CH_WEB,,2025-08-18T13:49:00+00:00,2025,EMAIL,RENEWAL,INBOUND,128,-0.273,true
INT_00000042898,CUST_00004151,POL_000006647,CH_EMAIL,,2026-03-22T13:57:00+00:00,2026,MOBILE_SESSION,CLAIM,INBOUND,245,-1,false
INT_00000042899,CUST_00004151,POL_000006647,CH_CALL_CENTER,AGT_00040,2025-10-24T12:07:00+00:00,2025,MOBILE_SESSION,QUOTE,INBOUND,525,-0.304,true
INT_00000042900,CUST_00004151,POL_000006647,CH_MOBILE,,2026-06-09T16:36:00+00:00,2026,MOBILE_SESSION,QUOTE,INBOUND,1309,-0.092,true
INT_00000042901,CUST_00004151,POL_000006647,CH_CALL_CENTER,AGT_00038,2025-08-01T10:28:00+00:00,2025,EMAIL,RETENTION,OUTBOUND,632,0.053,true
INT_00000042902,CUST_00004151,POL_000006647,CH_CALL_CENTER,AGT_00039,2026-06-02T15:48:00+00:00,2026,MOBILE_SESSION,RENEWAL,OUTBOUND,1448,1,true
INT_00000042903,CUST_00004151,POL_000006647,CH_WEB,,2025-10-01T12:54:00+00:00,2025,EMAIL,GENERAL_SERVICE,INBOUND,424,-0.148,true
INT_00000042904,CUST_00004152,POL_000006648,CH_CALL_CENTER,,2024-08-22T17:48:00+00:00,2024,CHAT,RETENTION,INBOUND,1579,0.473,false
INT_00000042905,CUST_00004152,POL_000006649,CH_BRANCH,AGT_00025,2022-07-17T13:20:00+00:00,2022,BRANCH_MEETING,QUOTE,INBOUND,153,0.42,true
INT_00000042906,CUST_00004152,POL_000006648,CH_MOBILE,,2023-04-29T13:58:00+00:00,2023,CHAT,QUOTE,INBOUND,806,-0.563,true
INT_00000042907,CUST_00004152,POL_000006649,CH_CALL_CENTER,AGT_00024,2023-02-23T20:14:00+00:00,2023,WEB_VISIT,QUOTE,INBOUND,568,-0.134,true
INT_00000042908,CUST_00004152,POL_000006648,CH_WEB,,2026-04-14T09:13:00+00:00,2026,CALL,CLAIM,INBOUND,589,0.066,true
INT_00000042909,CUST_00004152,POL_000006648,CH_EMAIL,,2024-06-21T20:28:00+00:00,2024,CHAT,GENERAL_SERVICE,INBOUND,1664,-0.079,true
INT_00000042910,CUST_00004152,POL_000006648,CH_SMS,,2025-12-30T19:26:00+00:00,2025,MOBILE_SESSION,RENEWAL,INBOUND,1200,-0.01,true
INT_00000042911,CUST_00004152,POL_000006649,CH_WEB,,2024-07-08T12:12:00+00:00,2024,WEB_VISIT,CLAIM,INBOUND,1751,-0.523,true
INT_00000042912,CUST_00004152,POL_000006649,CH_WEB,,2023-06-27T17:25:00+00:00,2023,SMS,QUOTE,INBOUND,1231,0.213,true
INT_00000042913,CUST_00004152,POL_000006648,CH_CALL_CENTER,AGT_00024,2025-11-29T14:28:00+00:00,2025,MOBILE_SESSION,RENEWAL,OUTBOUND,1082,0.512,true
INT_00000042914,CUST_00004152,POL_000006649,CH_CALL_CENTER,AGT_00024,2026-02-04T12:23:00+00:00,2026,EMAIL,GENERAL_SERVICE,INBOUND,1197,0.592,true
INT_00000042915,CUST_00004153,POL_000006650,CH_MOBILE,,2025-04-04T11:59:00+00:00,2025,WEB_VISIT,RETENTION,INBOUND,83,0.753,true
INT_00000042916,CUST_00004153,POL_000006650,CH_WEB,,2025-08-05T12:50:00+00:00,2025,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1061,0.347,true
INT_00000042917,CUST_00004153,POL_000006650,CH_CALL_CENTER,AGT_00060,2023-11-04T15:04:00+00:00,2023,BRANCH_MEETING,RENEWAL,OUTBOUND,1402,0.83,false
INT_00000042918,CUST_00004153,POL_000006650,CH_BRANCH,AGT_00059,2025-10-20T15:01:00+00:00,2025,MOBILE_SESSION,QUOTE,INBOUND,923,0.113,true
INT_00000042919,CUST_00004153,POL_000006650,CH_EMAIL,,2024-02-23T16:17:00+00:00,2024,CHAT,GENERAL_SERVICE,INBOUND,286,0.369,true
INT_00000042920,CUST_00004153,POL_000006650,CH_EMAIL,,2026-02-27T19:50:00+00:00,2026,CALL,QUOTE,INBOUND,943,0.673,true
INT_00000042921,CUST_00004153,POL_000006650,CH_WEB,,2026-01-01T11:58:00+00:00,2026,BRANCH_MEETING,BILLING,INBOUND,640,-0.236,false
INT_00000042922,CUST_00004153,POL_000006650,CH_WEB,,2025-09-26T18:59:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,1136,-0.919,false
INT_00000042923,CUST_00004153,POL_000006650,CH_MOBILE,,2025-09-02T16:09:00+00:00,2025,WEB_VISIT,RENEWAL,OUTBOUND,1304,0.656,true
INT_00000042924,CUST_00004154,POL_000006651,CH_CALL_CENTER,AGT_00059,2026-02-11T18:06:00+00:00,2026,EMAIL,BILLING,INBOUND,903,0.631,true
INT_00000042925,CUST_00004154,POL_000006651,CH_MOBILE,,2021-10-07T10:56:00+00:00,2021,CHAT,RENEWAL,OUTBOUND,584,0.16,true
INT_00000042926,CUST_00004154,POL_000006651,CH_CALL_CENTER,AGT_00061,2024-01-26T17:09:00+00:00,2024,WEB_VISIT,GENERAL_SERVICE,INBOUND,1138,-0.427,false
INT_00000042927,CUST_00004154,POL_000006651,CH_WEB,,2025-04-11T18:39:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,1174,0.366,true
INT_00000042928,CUST_00004154,POL_000006651,CH_BRANCH,AGT_00059,2022-01-08T09:43:00+00:00,2022,CALL,QUOTE,INBOUND,1554,-0.238,false
INT_00000042929,CUST_00004154,POL_000006651,CH_CALL_CENTER,AGT_00059,2025-09-14T10:28:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,701,-0.105,true
INT_00000042930,CUST_00004154,POL_000006651,CH_EMAIL,,2025-08-27T20:31:00+00:00,2025,BRANCH_MEETING,QUOTE,INBOUND,255,0.663,true
INT_00000042931,CUST_00004154,POL_000006651,CH_BRANCH,,2022-03-06T17:15:00+00:00,2022,EMAIL,BILLING,INBOUND,499,-0.802,true
INT_00000042932,CUST_00004155,POL_000006654,CH_MOBILE,,2025-09-17T08:19:00+00:00,2025,MOBILE_SESSION,QUOTE,INBOUND,736,0.257,true
INT_00000042933,CUST_00004155,POL_000006653,CH_MOBILE,,2024-02-15T10:10:00+00:00,2024,EMAIL,BILLING,INBOUND,622,-0.149,true
INT_00000042934,CUST_00004155,POL_000006653,CH_SMS,,2026-06-19T08:48:00+00:00,2026,CALL,QUOTE,INBOUND,1306,0.65,true
INT_00000042935,CUST_00004155,POL_000006652,CH_MOBILE,,2024-09-20T20:06:00+00:00,2024,MOBILE_SESSION,COMPLAINT,INBOUND,398,0.217,true
INT_00000042936,CUST_00004155,POL_000006652,CH_WEB,,2025-12-29T12:38:00+00:00,2025,EMAIL,QUOTE,INBOUND,1250,0.142,true
INT_00000042937,CUST_00004155,POL_000006654,CH_MOBILE,,2025-09-08T09:39:00+00:00,2025,WEB_VISIT,GENERAL_SERVICE,INBOUND,223,-0.307,false
INT_00000042938,CUST_00004155,POL_000006653,CH_WEB,,2023-05-22T14:28:00+00:00,2023,EMAIL,CLAIM,INBOUND,1055,-0.151,true
INT_00000042939,CUST_00004155,POL_000006653,CH_CALL_CENTER,AGT_00033,2025-07-01T18:18:00+00:00,2025,WEB_VISIT,RENEWAL,OUTBOUND,268,0.383,true
INT_00000042940,CUST_00004155,POL_000006652,CH_WEB,,2024-08-30T12:25:00+00:00,2024,WEB_VISIT,RENEWAL,INBOUND,1384,0.067,true
INT_00000042941,CUST_00004155,POL_000006652,CH_EMAIL,,2024-01-05T10:36:00+00:00,2024,WEB_VISIT,COMPLAINT,INBOUND,186,-0.211,false
INT_00000042942,CUST_00004155,POL_000006653,CH_EMAIL,,2025-10-28T16:13:00+00:00,2025,EMAIL,CLAIM,INBOUND,648,0.224,true
INT_00000042943,CUST_00004155,POL_000006653,CH_BRANCH,AGT_00033,2023-12-20T08:10:00+00:00,2023,WEB_VISIT,RENEWAL,OUTBOUND,749,-0.289,true
INT_00000042944,CUST_00004156,POL_000006656,CH_BRANCH,AGT_00026,2025-11-06T17:42:00+00:00,2025,MOBILE_SESSION,QUOTE,INBOUND,192,0.166,true
INT_00000042945,CUST_00004156,POL_000006656,CH_EMAIL,,2026-04-07T08:51:00+00:00,2026,SMS,RENEWAL,OUTBOUND,1030,0.769,true
INT_00000042946,CUST_00004156,POL_000006655,CH_MOBILE,,2026-03-10T10:57:00+00:00,2026,CALL,BILLING,INBOUND,1246,0.649,true
INT_00000042947,CUST_00004156,POL_000006655,CH_WEB,,2024-10-13T10:25:00+00:00,2024,EMAIL,RENEWAL,OUTBOUND,1622,0.232,true
INT_00000042948,CUST_00004157,POL_000006657,CH_WEB,,2024-05-29T17:17:00+00:00,2024,MOBILE_SESSION,RETENTION,OUTBOUND,1571,0.065,true
INT_00000042949,CUST_00004157,POL_000006657,CH_WEB,,2024-10-14T10:17:00+00:00,2024,MOBILE_SESSION,QUOTE,INBOUND,695,0.192,true
INT_00000042950,CUST_00004157,POL_000006657,CH_BRANCH,AGT_00089,2026-05-13T10:33:00+00:00,2026,MOBILE_SESSION,QUOTE,INBOUND,1496,-0.261,true
INT_00000042951,CUST_00004157,POL_000006657,CH_CALL_CENTER,AGT_00087,2024-03-07T17:27:00+00:00,2024,CALL,GENERAL_SERVICE,INBOUND,105,-0.111,true
INT_00000042952,CUST_00004157,POL_000006657,CH_MOBILE,,2023-06-15T15:32:00+00:00,2023,CALL,CLAIM,INBOUND,509,0.072,true
INT_00000042953,CUST_00004157,POL_000006657,CH_MOBILE,,2024-03-28T08:17:00+00:00,2024,EMAIL,BILLING,INBOUND,637,0.729,true
INT_00000042954,CUST_00004157,POL_000006657,CH_WEB,,2023-05-17T14:44:00+00:00,2023,SMS,GENERAL_SERVICE,INBOUND,1676,0.398,true
INT_00000042955,CUST_00004157,POL_000006657,CH_MOBILE,,2024-09-01T14:28:00+00:00,2024,MOBILE_SESSION,COMPLAINT,INBOUND,1588,-0.621,false
INT_00000042956,CUST_00004157,POL_000006657,CH_EMAIL,,2026-06-21T08:16:00+00:00,2026,MOBILE_SESSION,RETENTION,OUTBOUND,622,-0.361,false
INT_00000042957,CUST_00004157,POL_000006657,CH_MOBILE,,2026-01-08T18:20:00+00:00,2026,CHAT,GENERAL_SERVICE,INBOUND,193,0.035,false
INT_00000042958,CUST_00004157,POL_000006657,CH_EMAIL,,2023-07-14T12:47:00+00:00,2023,WEB_VISIT,COMPLAINT,INBOUND,1577,-0.144,true
INT_00000042959,CUST_00004157,POL_000006657,CH_MOBILE,,2024-12-12T15:37:00+00:00,2024,BRANCH_MEETING,COMPLAINT,INBOUND,1106,-0.662,false
INT_00000042960,CUST_00004157,POL_000006657,CH_WEB,,2023-05-30T11:28:00+00:00,2023,WEB_VISIT,GENERAL_SERVICE,INBOUND,1783,0.181,true
INT_00000042961,CUST_00004157,POL_000006657,CH_EMAIL,,2025-10-10T09:43:00+00:00,2025,WEB_VISIT,GENERAL_SERVICE,INBOUND,1166,0.074,true
INT_00000042962,CUST_00004157,POL_000006657,CH_SMS,,2024-08-14T14:49:00+00:00,2024,CHAT,RENEWAL,OUTBOUND,1215,0.197,false
INT_00000042963,CUST_00004158,POL_000006658,CH_MOBILE,,2022-02-04T08:24:00+00:00,2022,EMAIL,BILLING,INBOUND,956,0.308,true
INT_00000042964,CUST_00004158,POL_000006658,CH_CALL_CENTER,AGT_00019,2025-11-01T12:03:00+00:00,2025,MOBILE_SESSION,CLAIM,INBOUND,856,0.579,true
INT_00000042965,CUST_00004158,POL_000006658,CH_EMAIL,,2026-01-12T09:03:00+00:00,2026,CALL,GENERAL_SERVICE,INBOUND,255,-0.08,false
INT_00000042966,CUST_00004158,POL_000006658,CH_BRANCH,AGT_00019,2024-06-29T14:22:00+00:00,2024,CALL,BILLING,INBOUND,1225,-0.193,true
INT_00000042967,CUST_00004158,POL_000006658,CH_MOBILE,,2025-06-29T10:51:00+00:00,2025,CHAT,RENEWAL,OUTBOUND,1391,-0.081,true
INT_00000042968,CUST_00004158,POL_000006658,CH_WEB,,2025-07-07T11:36:00+00:00,2025,WEB_VISIT,BILLING,INBOUND,1599,0.415,false
INT_00000042969,CUST_00004158,POL_000006658,CH_BRANCH,AGT_00019,2025-08-06T13:51:00+00:00,2025,MOBILE_SESSION,RENEWAL,OUTBOUND,296,0.562,false
INT_00000042970,CUST_00004158,POL_000006658,CH_CALL_CENTER,AGT_00019,2022-01-03T20:46:00+00:00,2022,CHAT,GENERAL_SERVICE,INBOUND,940,-0.248,false
INT_00000042971,CUST_00004158,POL_000006658,CH_EMAIL,,2024-07-23T10:33:00+00:00,2024,CALL,COMPLAINT,INBOUND,906,-1,true
INT_00000042972,CUST_00004158,POL_000006658,CH_BRANCH,AGT_00018,2025-02-22T08:49:00+00:00,2025,EMAIL,BILLING,INBOUND,1170,0.416,true
INT_00000042973,CUST_00004158,POL_000006658,CH_CALL_CENTER,AGT_00017,2025-03-10T13:33:00+00:00,2025,CALL,RENEWAL,OUTBOUND,552,0.213,false
INT_00000042974,CUST_00004159,POL_000006659,CH_WEB,,2025-05-30T14:44:00+00:00,2025,MOBILE_SESSION,QUOTE,INBOUND,1052,0.006,false
INT_00000042975,CUST_00004159,POL_000006659,CH_MOBILE,,2025-07-01T18:25:00+00:00,2025,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,1668,0.114,true
INT_00000042976,CUST_00004159,POL_000006659,CH_WEB,,2025-10-05T17:59:00+00:00,2025,WEB_VISIT,QUOTE,INBOUND,120,0.109,true
INT_00000042977,CUST_00004159,POL_000006659,CH_MOBILE,,2025-10-12T14:49:00+00:00,2025,MOBILE_SESSION,GENERAL_SERVICE,INBOUND,607,0.441,true
