policy_id,source_policy_id,customer_id,product_id,sales_channel_id,agent_id,agency_id,policy_start_date,policy_end_date,next_renewal_date,policy_status,payment_frequency,annual_premium,premium_discount_pct,premium_increase_pct_last_renewal,cancellation_date,cancellation_reason
POL_000007796,SRC_POL_000007796,CUST_00004858,PROD_HEALTH_BASIC,CH_WEB,AGT_00149,AGY_022,2024-10-08,2030-10-08,2026-10-08,ACTIVE,MONTHLY,763.71,0.0456,0.0802,,
POL_000007797,SRC_POL_000007797,CUST_00004859,PROD_HOME_STANDARD,CH_BRANCH,AGT_00134,AGY_020,2024-05-03,2025-05-03,,EXPIRED,MONTHLY,550.29,0.0316,0.1134,,
POL_000007798,SRC_POL_000007798,CUST_00004859,PROD_LIFE_BASIC,CH_CALL_CENTER,AGT_00140,AGY_020,2023-07-05,2024-07-05,,EXPIRED,ANNUAL,197.59,0.0217,0.0456,,
POL_000007799,SRC_POL_000007799,CUST_00004860,PROD_AUTO_STANDARD,CH_BRANCH,AGT_00154,AGY_022,2023-11-27,2024-11-27,,EXPIRED,MONTHLY,838.39,0.0518,0.0321,,
POL_000007800,SRC_POL_000007800,CUST_00004861,PROD_ACCIDENT_STANDARD,CH_WEB,AGT_00001,AGY_001,2025-05-12,2027-05-12,2026-05-12,ACTIVE,ANNUAL,231.42,0.0912,0.0223,,
POL_000007801,SRC_POL_000007801,CUST_00004861,PROD_LIFE_PREMIUM,CH_CALL_CENTER,AGT_00002,AGY_001,2024-07-28,2025-07-28,,EXPIRED,ANNUAL,676.92,0.0297,0.0147,,
POL_000007802,SRC_POL_000007802,CUST_00004862,PROD_LIFE_BASIC,CH_BROKER,AGT_00114,AGY_017,2025-08-31,2026-08-31,2026-08-31,ACTIVE,ANNUAL,274.4,0.0069,0.0459,,
POL_000007803,SRC_POL_000007803,CUST_00004863,PROD_LIFE_PREMIUM,CH_BROKER,AGT_00015,AGY_003,2023-05-24,2028-05-24,,CANCELLED,ANNUAL,953.91,0.0094,0.1193,2025-05-11,COMPETITOR
POL_000007804,SRC_POL_000007804,CUST_00004863,PROD_HOME_BASIC,CH_MOBILE,AGT_00016,AGY_003,2023-05-24,2027-05-24,2026-05-24,ACTIVE,MONTHLY,364.1,0.0131,0.0065,,
POL_000007805,SRC_POL_000007805,CUST_00004864,PROD_AUTO_BASIC,CH_BRANCH,AGT_00065,AGY_010,2022-09-27,2028-09-27,,CANCELLED,MONTHLY,624.98,0.0108,0.101,2023-06-11,
POL_000007806,SRC_POL_000007806,CUST_00004864,PROD_LIFE_PREMIUM,CH_BROKER,AGT_00065,AGY_010,2025-12-03,2027-12-03,2026-12-03,ACTIVE,ANNUAL,795.99,0.0291,0.0071,,
POL_000007807,SRC_POL_000007807,CUST_00004865,PROD_PET_STANDARD,CH_MOBILE,AGT_00015,AGY_003,2023-11-28,2024-11-28,,EXPIRED,MONTHLY,382.95,0.0225,0.1165,,
POL_000007808,SRC_POL_000007808,CUST_00004866,PROD_PET_STANDARD,CH_MOBILE,AGT_00049,AGY_007,2025-11-14,2031-11-14,2026-11-14,ACTIVE,MONTHLY,340.05,0.0534,0.0172,,
POL_000007809,SRC_POL_000007809,CUST_00004867,PROD_HEALTH_PREMIUM,CH_WEB,AGT_00135,AGY_020,2022-11-26,2026-11-26,2026-11-26,ACTIVE,MONTHLY,1490.22,0.0153,0.0574,,
POL_000007810,SRC_POL_000007810,CUST_00004867,PROD_HEALTH_BASIC,CH_BRANCH,AGT_00140,AGY_020,2022-10-11,2027-10-11,2026-10-11,ACTIVE,MONTHLY,683.29,0.0303,-0.029,,
POL_000007811,SRC_POL_000007811,CUST_00004868,PROD_HOME_BASIC,CH_BRANCH,AGT_00148,AGY_022,2021-06-06,2025-06-06,,EXPIRED,MONTHLY,271.01,0.0125,-0.04,,
POL_000007812,SRC_POL_000007812,CUST_00004868,PROD_HOME_STANDARD,CH_MOBILE,AGT_00148,AGY_022,2022-10-20,2027-10-20,2026-10-20,ACTIVE,MONTHLY,449.53,0.0564,-0.0009,,
POL_000007813,SRC_POL_000007813,CUST_00004869,PROD_PET_STANDARD,CH_MOBILE,AGT_00154,AGY_022,2022-10-11,2025-10-11,,EXPIRED,MONTHLY,342.85,0.0367,0.0531,,
POL_000007814,SRC_POL_000007814,CUST_00004870,PROD_HOME_PREMIUM,CH_BRANCH,AGT_00168,AGY_024,2024-05-28,2030-05-28,2026-05-28,ACTIVE,MONTHLY,883.13,0.0181,0.1069,,
POL_000007815,SRC_POL_000007815,CUST_00004870,PROD_LIFE_BASIC,CH_WEB,AGT_00163,AGY_024,2024-05-28,2028-05-28,2026-05-28,ACTIVE,ANNUAL,282.67,0.0122,0.0814,,
POL_000007816,SRC_POL_000007816,CUST_00004871,PROD_AUTO_BASIC,CH_BRANCH,AGT_00037,AGY_006,2024-04-27,2030-04-27,2026-04-27,ACTIVE,MONTHLY,622.3,0.0301,0.052,,
POL_000007817,SRC_POL_000007817,CUST_00004872,PROD_AUTO_STANDARD,CH_BROKER,AGT_00065,AGY_010,2021-10-24,2022-10-24,,EXPIRED,MONTHLY,635.52,0.0137,0.0059,,
POL_000007818,SRC_POL_000007818,CUST_00004872,PROD_PET_STANDARD,CH_BRANCH,AGT_00064,AGY_010,2025-05-13,2031-05-13,2026-05-13,ACTIVE,MONTHLY,327.96,0.0035,0.082,,
POL_000007819,SRC_POL_000007819,CUST_00004873,PROD_LIFE_PREMIUM,CH_BROKER,AGT_00107,AGY_016,2023-09-26,2024-09-26,,EXPIRED,ANNUAL,761.94,0.0081,-0.04,,
POL_000007820,SRC_POL_000007820,CUST_00004874,PROD_AUTO_BASIC,CH_MOBILE,AGT_00030,AGY_005,2024-06-16,2026-06-16,,EXPIRED,MONTHLY,601.8,0.0131,0.0516,,
POL_000007821,SRC_POL_000007821,CUST_00004874,PROD_HOME_PREMIUM,CH_WEB,AGT_00029,AGY_005,2024-03-05,2030-03-05,2026-03-05,ACTIVE,MONTHLY,789.81,0.0197,0.0261,,
POL_000007822,SRC_POL_000007822,CUST_00004875,PROD_LIFE_PREMIUM,CH_WEB,AGT_00044,AGY_007,2025-10-04,2030-10-04,2026-10-04,ACTIVE,ANNUAL,890.95,0.0118,0.0291,,
POL_000007823,SRC_POL_000007823,CUST_00004876,PROD_LIFE_STANDARD,CH_CALL_CENTER,AGT_00141,AGY_021,2025-12-11,2028-12-11,,CANCELLED,ANNUAL,448.24,0.0165,0.0462,2026-05-25,COMPETITOR
POL_000007824,SRC_POL_000007824,CUST_00004876,PROD_ACCIDENT_STANDARD,CH_MOBILE,AGT_00147,AGY_021,2025-12-11,2031-12-11,2026-12-11,ACTIVE,ANNUAL,220.37,0.0344,0.0569,,
POL_000007825,SRC_POL_000007825,CUST_00004877,PROD_AUTO_STANDARD,CH_BRANCH,AGT_00064,AGY_010,2023-07-13,2025-07-13,,EXPIRED,MONTHLY,684.58,0.0031,-0.0169,,
POL_000007826,SRC_POL_000007826,CUST_00004877,PROD_HOME_BASIC,CH_WEB,AGT_00070,AGY_010,2023-07-13,2027-07-13,,CANCELLED,MONTHLY,308.98,0.0054,-0.04,2024-09-20,PRICE
POL_000007827,SRC_POL_000007827,CUST_00004877,PROD_HEALTH_STANDARD,CH_CALL_CENTER,AGT_00064,AGY_010,2023-07-13,2028-07-13,2026-07-13,ACTIVE,MONTHLY,1087.51,0.0259,0.0517,,
POL_000007828,SRC_POL_000007828,CUST_00004878,PROD_AUTO_BASIC,CH_MOBILE,AGT_00155,AGY_023,2025-05-15,2029-05-15,2026-05-15,ACTIVE,MONTHLY,583.16,0.0329,0.1039,,
POL_000007829,SRC_POL_000007829,CUST_00004879,PROD_PET_STANDARD,CH_MOBILE,AGT_00093,AGY_014,2021-06-20,2026-06-20,,EXPIRED,MONTHLY,362.88,0.0716,0.0277,,
POL_000007830,SRC_POL_000007830,CUST_00004879,PROD_HOME_BASIC,CH_BRANCH,AGT_00093,AGY_014,2021-04-20,2027-04-20,2026-04-20,ACTIVE,MONTHLY,358.12,0.0148,0.0697,,
POL_000007831,SRC_POL_000007831,CUST_00004880,PROD_HOME_STANDARD,CH_WEB,AGT_00121,AGY_018,2021-01-02,2026-01-02,,EXPIRED,MONTHLY,510.86,0.0813,0.0992,,
POL_000007832,SRC_POL_000007832,CUST_00004881,PROD_TRAVEL_STANDARD,CH_BRANCH,AGT_00092,AGY_014,2024-12-27,2026-12-27,2026-12-27,ACTIVE,ANNUAL,165.67,0.0148,0.03,,
POL_000007833,SRC_POL_000007833,CUST_00004882,PROD_ACCIDENT_STANDARD,CH_CALL_CENTER,AGT_00149,AGY_022,2024-09-06,2030-09-06,2026-09-06,ACTIVE,ANNUAL,276.35,0.0072,0.043,,
POL_000007834,SRC_POL_000007834,CUST_00004882,PROD_LIFE_STANDARD,CH_BRANCH,AGT_00148,AGY_022,2021-07-22,2027-07-22,2026-07-22,ACTIVE,ANNUAL,445.36,0.0391,0.0669,,
POL_000007835,SRC_POL_000007835,CUST_00004883,PROD_PET_STANDARD,CH_MOBILE,AGT_00079,AGY_012,2024-11-20,2027-11-20,2026-11-20,ACTIVE,MONTHLY,347.97,0.0249,0.0418,,
POL_000007836,SRC_POL_000007836,CUST_00004884,PROD_LIFE_PREMIUM,CH_BROKER,AGT_00078,AGY_012,2023-05-10,2029-05-10,2026-05-10,ACTIVE,ANNUAL,888.84,0.0317,0.065,,
POL_000007837,SRC_POL_000007837,CUST_00004884,PROD_HOME_PREMIUM,CH_BRANCH,,AGY_012,2023-11-21,2025-11-21,,EXPIRED,MONTHLY,719.26,0.1001,-0.0104,,
POL_000007838,SRC_POL_000007838,CUST_00004885,PROD_PET_STANDARD,CH_WEB,AGT_00086,AGY_013,2025-11-09,2028-11-09,,CANCELLED,MONTHLY,374.19,0.0175,0.031,2026-06-13,COVERAGE
POL_000007839,SRC_POL_000007839,CUST_00004886,PROD_LIFE_PREMIUM,CH_BROKER,AGT_00030,AGY_005,2023-06-24,2024-06-24,,EXPIRED,ANNUAL,996.02,0.0298,0.0322,,
POL_000007840,SRC_POL_000007840,CUST_00004887,PROD_PET_STANDARD,CH_MOBILE,AGT_00112,AGY_016,2024-09-13,2027-09-13,2026-09-13,ACTIVE,MONTHLY,378.62,0.0457,0.0474,,
POL_000007841,SRC_POL_000007841,CUST_00004888,PROD_HEALTH_STANDARD,CH_BRANCH,AGT_00127,AGY_019,2020-08-30,2025-08-30,,EXPIRED,MONTHLY,1126.34,0.038,0.007,,
POL_000007842,SRC_POL_000007842,CUST_00004889,PROD_TRAVEL_STANDARD,CH_BRANCH,AGT_00107,AGY_016,2024-07-07,2028-07-07,,CANCELLED,ANNUAL,145.9,0.0385,-0.04,2024-12-16,MOVED
POL_000007843,SRC_POL_000007843,CUST_00004890,PROD_PET_STANDARD,CH_BRANCH,AGT_00099,AGY_015,2020-08-18,2025-08-18,,EXPIRED,MONTHLY,334.6,0.0275,0.0363,,
POL_000007844,SRC_POL_000007844,CUST_00004891,PROD_AUTO_BASIC,CH_BRANCH,AGT_00085,AGY_013,2024-06-28,2029-06-28,2026-06-28,ACTIVE,MONTHLY,554.51,0.0021,0.0668,,
POL_000007845,SRC_POL_000007845,CUST_00004891,PROD_AUTO_PREMIUM,CH_CALL_CENTER,AGT_00086,AGY_013,2025-06-28,2029-06-28,2026-06-28,ACTIVE,MONTHLY,997.63,0.0089,-0.0163,,
POL_000007846,SRC_POL_000007846,CUST_00004892,PROD_HEALTH_BASIC,CH_BRANCH,AGT_00050,AGY_008,2025-02-09,2030-02-09,2026-02-09,ACTIVE,MONTHLY,697.86,0.0131,0.0094,,
POL_000007847,SRC_POL_000007847,CUST_00004893,PROD_HOME_STANDARD,CH_MOBILE,AGT_00168,AGY_024,2025-08-14,2030-08-14,2026-08-14,ACTIVE,MONTHLY,364.79,0.0134,-0.04,,
POL_000007848,SRC_POL_000007848,CUST_00004894,PROD_AUTO_STANDARD,CH_WEB,AGT_00021,AGY_003,2025-12-04,2028-12-04,2026-12-04,ACTIVE,MONTHLY,701.16,0.0872,-0.036,,
POL_000007849,SRC_POL_000007849,CUST_00004895,PROD_AUTO_PREMIUM,CH_CALL_CENTER,AGT_00154,AGY_022,2024-06-26,2026-06-26,,EXPIRED,MONTHLY,1176.25,0.0143,0.0374,,
POL_000007850,SRC_POL_000007850,CUST_00004895,PROD_HEALTH_PREMIUM,CH_BRANCH,AGT_00148,AGY_022,2023-12-01,2025-12-01,,EXPIRED,MONTHLY,1634.36,0.0498,0.0083,,
POL_000007851,SRC_POL_000007851,CUST_00004895,PROD_HOME_BASIC,CH_MOBILE,AGT_00148,AGY_022,2023-12-01,2025-12-01,,CANCELLED,MONTHLY,281.5,0.0165,0.0273,2025-03-27,SERVICE
POL_000007852,SRC_POL_000007852,CUST_00004896,PROD_HEALTH_BASIC,CH_WEB,AGT_00133,AGY_019,2025-09-29,2026-09-29,,CANCELLED,MONTHLY,710.8,0.0047,0.0564,2026-05-31,MOVED
POL_000007853,SRC_POL_000007853,CUST_00004897,PROD_AUTO_PREMIUM,CH_CALL_CENTER,AGT_00044,AGY_007,2024-09-30,2028-09-30,2026-09-30,ACTIVE,MONTHLY,1317.71,0.0067,0.0971,,
POL_000007854,SRC_POL_000007854,CUST_00004897,PROD_ACCIDENT_STANDARD,CH_WEB,AGT_00044,AGY_007,2024-09-30,2030-09-30,2026-09-30,ACTIVE,ANNUAL,230.15,0.0137,0.031,,
POL_000007855,SRC_POL_000007855,CUST_00004897,PROD_AUTO_STANDARD,CH_WEB,AGT_00043,AGY_007,2024-09-30,2029-09-30,,CANCELLED,MONTHLY,928.91,0.0222,0.0337,2025-08-10,COVERAGE
POL_000007856,SRC_POL_000007856,CUST_00004897,PROD_AUTO_BASIC,CH_MOBILE,AGT_00043,AGY_007,2024-09-30,2029-09-30,2026-09-30,ACTIVE,MONTHLY,579.02,0.0656,0.0571,,
POL_000007857,SRC_POL_000007857,CUST_00004898,PROD_HEALTH_BASIC,CH_BROKER,AGT_00093,AGY_014,2025-09-05,2030-09-05,2026-09-05,ACTIVE,MONTHLY,726.64,0.0376,0.0757,,
POL_000007858,SRC_POL_000007858,CUST_00004899,PROD_LIFE_STANDARD,CH_BROKER,AGT_00100,AGY_015,2021-12-20,2024-12-20,,EXPIRED,ANNUAL,391.72,0.015,0.0206,,
POL_000007859,SRC_POL_000007859,CUST_00004900,PROD_LIFE_BASIC,CH_CALL_CENTER,AGT_00051,AGY_008,2022-05-26,2024-05-26,,CANCELLED,ANNUAL,198.12,0.0286,0.0487,2024-04-09,COMPETITOR
POL_000007860,SRC_POL_000007860,CUST_00004901,PROD_HEALTH_STANDARD,CH_BRANCH,AGT_00098,AGY_014,2025-05-28,2026-05-28,,EXPIRED,MONTHLY,1056.08,0.041,-0.0003,,
POL_000007861,SRC_POL_000007861,CUST_00004902,PROD_AUTO_PREMIUM,CH_BRANCH,AGT_00156,AGY_023,2025-07-26,2029-07-26,,CANCELLED,MONTHLY,1399.78,0.0199,0.0981,2026-06-08,PRICE
POL_000007862,SRC_POL_000007862,CUST_00004903,PROD_HEALTH_PREMIUM,CH_BRANCH,AGT_00079,AGY_012,2025-08-26,2029-08-26,2026-08-26,ACTIVE,MONTHLY,1202.35,0.0562,-0.04,,
POL_000007863,SRC_POL_000007863,CUST_00004903,PROD_AUTO_STANDARD,CH_WEB,,AGY_012,2023-01-24,2027-01-24,2026-01-24,ACTIVE,MONTHLY,754.41,0.0991,0.0702,,
POL_000007864,SRC_POL_000007864,CUST_00004904,PROD_HOME_STANDARD,CH_WEB,AGT_00112,AGY_016,2024-12-21,2028-12-21,2026-12-21,ACTIVE,MONTHLY,559.3,0.0309,0.0883,,
POL_000007865,SRC_POL_000007865,CUST_00004905,PROD_HOME_BASIC,CH_MOBILE,AGT_00043,AGY_007,2023-03-22,2024-03-22,,EXPIRED,MONTHLY,346.7,0.0087,-0.0116,,
POL_000007866,SRC_POL_000007866,CUST_00004906,PROD_LIFE_BASIC,CH_WEB,AGT_00070,AGY_010,2024-01-08,2026-01-08,,EXPIRED,ANNUAL,282.23,0.0497,0.0582,,
POL_000007867,SRC_POL_000007867,CUST_00004907,PROD_ACCIDENT_STANDARD,CH_MOBILE,AGT_00155,AGY_023,2022-05-12,2024-05-12,,EXPIRED,ANNUAL,256.75,0.0034,-0.0009,,
POL_000007868,SRC_POL_000007868,CUST_00004908,PROD_HEALTH_BASIC,CH_CALL_CENTER,AGT_00056,AGY_008,2022-09-12,2026-09-12,2026-09-12,ACTIVE,MONTHLY,681.34,0.0455,0.0182,,
POL_000007869,SRC_POL_000007869,CUST_00004909,PROD_AUTO_STANDARD,CH_BROKER,AGT_00085,AGY_013,2025-05-17,2030-05-17,2026-05-17,ACTIVE,MONTHLY,819.52,0.0267,0.033,,
POL_000007870,SRC_POL_000007870,CUST_00004910,PROD_AUTO_BASIC,CH_BROKER,AGT_00128,AGY_019,2021-01-07,2027-01-07,2026-01-07,ACTIVE,MONTHLY,602.74,0.0034,-0.016,,
POL_000007871,SRC_POL_000007871,CUST_00004911,PROD_HOME_BASIC,CH_BROKER,AGT_00035,AGY_005,2025-08-01,2026-08-01,2026-08-01,ACTIVE,MONTHLY,324.74,0.0681,-0.0102,,
POL_000007872,SRC_POL_000007872,CUST_00004912,PROD_AUTO_STANDARD,CH_WEB,AGT_00149,AGY_022,2024-12-18,2027-12-18,2026-12-18,ACTIVE,MONTHLY,978.64,0.0383,0.1295,,
POL_000007873,SRC_POL_000007873,CUST_00004912,PROD_PET_STANDARD,CH_BROKER,AGT_00154,AGY_022,2024-01-09,2026-01-09,,EXPIRED,MONTHLY,388.08,0.036,0.0814,,
POL_000007874,SRC_POL_000007874,CUST_00004912,PROD_HOME_BASIC,CH_CALL_CENTER,AGT_00148,AGY_022,2020-06-20,2021-06-20,,EXPIRED,MONTHLY,302.2,0.0277,0.0453,,
POL_000007875,SRC_POL_000007875,CUST_00004912,PROD_LIFE_PREMIUM,CH_WEB,AGT_00149,AGY_022,2025-04-08,2028-04-08,,CANCELLED,ANNUAL,837.06,0.0242,0.0259,2025-09-01,COMPETITOR
POL_000007876,SRC_POL_000007876,CUST_00004913,PROD_AUTO_PREMIUM,CH_BROKER,AGT_00065,AGY_010,2025-06-29,2027-06-29,,CANCELLED,MONTHLY,1101.66,0.0318,0.0622,2026-06-26,MOVED
POL_000007877,SRC_POL_000007877,CUST_00004914,PROD_HEALTH_STANDARD,CH_CALL_CENTER,AGT_00077,AGY_011,2021-04-09,2025-04-09,,EXPIRED,MONTHLY,1111.84,0.0716,0.1085,,
POL_000007878,SRC_POL_000007878,CUST_00004914,PROD_HOME_BASIC,CH_BRANCH,AGT_00077,AGY_011,2020-06-14,2025-06-14,,EXPIRED,MONTHLY,301.52,0.0239,0.0663,,
POL_000007879,SRC_POL_000007879,CUST_00004915,PROD_PET_STANDARD,CH_BRANCH,AGT_00140,AGY_020,2025-11-17,2031-11-17,2026-11-17,ACTIVE,MONTHLY,339.21,0.0309,0.0269,,
POL_000007880,SRC_POL_000007880,CUST_00004916,PROD_HOME_STANDARD,CH_BRANCH,AGT_00015,AGY_003,2025-09-08,2031-09-08,2026-09-08,ACTIVE,MONTHLY,476.35,0.0235,0.0089,,
POL_000007881,SRC_POL_000007881,CUST_00004917,PROD_HOME_PREMIUM,CH_CALL_CENTER,AGT_00063,AGY_009,2023-08-19,2026-08-19,2026-08-19,ACTIVE,MONTHLY,864.55,0.0205,0.0957,,
POL_000007882,SRC_POL_000007882,CUST_00004918,PROD_ACCIDENT_STANDARD,CH_WEB,AGT_00050,AGY_008,2023-01-08,2028-01-08,2026-01-08,ACTIVE,ANNUAL,258.39,0.0076,0.0905,,
POL_000007883,SRC_POL_000007883,CUST_00004918,PROD_PET_STANDARD,CH_BRANCH,AGT_00056,AGY_008,2025-09-06,2031-09-06,2026-09-06,ACTIVE,MONTHLY,337.65,0.0549,-0.0016,,
POL_000007884,SRC_POL_000007884,CUST_00004919,PROD_HEALTH_PREMIUM,CH_BROKER,,AGY_015,2024-05-15,2028-05-15,2026-05-15,ACTIVE,MONTHLY,1609.42,0.0096,0.1124,,
POL_000007885,SRC_POL_000007885,CUST_00004920,PROD_LIFE_STANDARD,CH_CALL_CENTER,AGT_00149,AGY_022,2024-09-21,2027-09-21,2026-09-21,ACTIVE,ANNUAL,433.51,0.0537,-0.0035,,
POL_000007886,SRC_POL_000007886,CUST_00004920,PROD_HOME_PREMIUM,CH_BRANCH,AGT_00148,AGY_022,2023-03-29,2028-03-29,2026-03-29,ACTIVE,MONTHLY,905.79,0.0754,0.0824,,
POL_000007887,SRC_POL_000007887,CUST_00004921,PROD_HEALTH_BASIC,CH_BRANCH,AGT_00063,AGY_009,2021-03-05,2024-03-05,,CANCELLED,MONTHLY,737.9,0.0408,-0.0331,2024-01-16,PRICE
POL_000007888,SRC_POL_000007888,CUST_00004921,PROD_LIFE_BASIC,CH_WEB,AGT_00063,AGY_009,2024-08-09,2028-08-09,2026-08-09,ACTIVE,ANNUAL,272.73,0.0339,0.0459,,
POL_000007889,SRC_POL_000007889,CUST_00004922,PROD_LIFE_BASIC,CH_BRANCH,AGT_00043,AGY_007,2023-08-01,2029-08-01,2026-08-01,ACTIVE,ANNUAL,249.43,0.0038,0.0027,,
POL_000007890,SRC_POL_000007890,CUST_00004923,PROD_LIFE_STANDARD,CH_BROKER,AGT_00071,AGY_011,2023-07-15,2027-07-15,2026-07-15,ACTIVE,ANNUAL,386.99,0.0055,0.0628,,
POL_000007891,SRC_POL_000007891,CUST_00004923,PROD_AUTO_PREMIUM,CH_BROKER,AGT_00072,AGY_011,2024-01-28,2027-01-28,2026-01-28,ACTIVE,MONTHLY,1239.29,0.0298,0.0132,,
POL_000007892,SRC_POL_000007892,CUST_00004923,PROD_ACCIDENT_STANDARD,CH_CALL_CENTER,AGT_00072,AGY_011,2022-02-14,2024-02-14,,EXPIRED,ANNUAL,233.17,0.0097,0.0332,,
POL_000007893,SRC_POL_000007893,CUST_00004923,PROD_HOME_BASIC,CH_MOBILE,AGT_00071,AGY_011,2022-02-14,2026-02-14,,EXPIRED,MONTHLY,368.36,0.0688,0.0816,,
POL_000007894,SRC_POL_000007894,CUST_00004924,PROD_HEALTH_BASIC,CH_BRANCH,AGT_00023,AGY_004,2024-08-29,2025-08-29,,EXPIRED,MONTHLY,731.84,0.0163,0.1647,,
POL_000007895,SRC_POL_000007895,CUST_00004925,PROD_LIFE_PREMIUM,CH_MOBILE,AGT_00014,AGY_002,2024-01-10,2027-01-10,2026-01-10,ACTIVE,ANNUAL,1020.54,0.0235,0.1146,,
POL_000007896,SRC_POL_000007896,CUST_00004925,PROD_LIFE_BASIC,CH_BRANCH,AGT_00008,AGY_002,2024-01-10,2027-01-10,2026-01-10,ACTIVE,ANNUAL,261.02,0.0094,0.1231,,
POL_000007897,SRC_POL_000007897,CUST_00004926,PROD_AUTO_PREMIUM,CH_BRANCH,AGT_00042,AGY_006,2023-10-09,2027-10-09,2026-10-09,ACTIVE,MONTHLY,1180.87,0.023,0.091,,
POL_000007898,SRC_POL_000007898,CUST_00004926,PROD_PET_STANDARD,CH_BROKER,AGT_00037,AGY_006,2023-10-09,2024-10-09,,EXPIRED,MONTHLY,289.68,0.0044,0.0146,,
POL_000007899,SRC_POL_000007899,CUST_00004926,PROD_LIFE_PREMIUM,CH_CALL_CENTER,AGT_00042,AGY_006,2025-10-01,2031-10-01,2026-10-01,ACTIVE,ANNUAL,966.02,0.0395,0.0431,,
POL_000007900,SRC_POL_000007900,CUST_00004927,PROD_AUTO_STANDARD,CH_BROKER,AGT_00021,AGY_003,2024-12-27,2027-12-27,,CANCELLED,MONTHLY,859.95,0.038,0.0396,2025-09-02,COMPETITOR
POL_000007901,SRC_POL_000007901,CUST_00004927,PROD_LIFE_BASIC,CH_BRANCH,AGT_00016,AGY_003,2025-06-13,2026-06-13,,EXPIRED,ANNUAL,285.95,0.0284,0.033,,
POL_000007902,SRC_POL_000007902,CUST_00004928,PROD_HEALTH_STANDARD,CH_BROKER,AGT_00065,AGY_010,2024-12-27,2028-12-27,2026-12-27,ACTIVE,MONTHLY,818.16,0.0488,0.0683,,
POL_000007903,SRC_POL_000007903,CUST_00004929,PROD_AUTO_STANDARD,CH_CALL_CENTER,AGT_00106,AGY_016,2025-08-03,2031-08-03,,CANCELLED,MONTHLY,826.28,0.0361,0.1011,2026-02-28,MOVED
POL_000007904,SRC_POL_000007904,CUST_00004930,PROD_HOME_BASIC,CH_BRANCH,AGT_00064,AGY_010,2024-12-23,2030-12-23,2026-12-23,ACTIVE,MONTHLY,305.55,0.0042,0.0429,,
POL_000007905,SRC_POL_000007905,CUST_00004931,PROD_ACCIDENT_STANDARD,CH_BRANCH,AGT_00057,AGY_009,2025-06-03,2026-06-03,,EXPIRED,ANNUAL,263.54,0.0187,0.0445,,
POL_000007906,SRC_POL_000007906,CUST_00004931,PROD_LIFE_STANDARD,CH_WEB,,AGY_009,2025-03-03,2027-03-03,2026-03-03,ACTIVE,ANNUAL,435.41,0.0643,0.1023,,
POL_000007907,SRC_POL_000007907,CUST_00004932,PROD_HOME_PREMIUM,CH_WEB,AGT_00015,AGY_003,2025-12-30,2028-12-30,,CANCELLED,MONTHLY,852.48,0.0368,0.0226,2026-05-21,COVERAGE
POL_000007908,SRC_POL_000007908,CUST_00004933,PROD_HEALTH_PREMIUM,CH_MOBILE,AGT_00072,AGY_011,2025-05-22,2028-05-22,2026-05-22,ACTIVE,MONTHLY,1492.29,0.0218,-0.0075,,
POL_000007909,SRC_POL_000007909,CUST_00004934,PROD_HEALTH_PREMIUM,CH_WEB,AGT_00086,AGY_013,2022-02-19,2024-02-19,,EXPIRED,MONTHLY,1360.32,0.0219,-0.0174,,
POL_000007910,SRC_POL_000007910,CUST_00004935,PROD_HOME_STANDARD,CH_BRANCH,AGT_00106,AGY_016,2023-01-11,2027-01-11,2026-01-11,ACTIVE,MONTHLY,417.04,0.059,-0.04,,
POL_000007911,SRC_POL_000007911,CUST_00004936,PROD_LIFE_BASIC,CH_WEB,AGT_00113,AGY_017,2025-10-02,2027-10-02,2026-10-02,ACTIVE,ANNUAL,273.37,0.006,0.0373,,
POL_000007912,SRC_POL_000007912,CUST_00004937,PROD_AUTO_PREMIUM,CH_MOBILE,AGT_00140,AGY_020,2024-10-10,2029-10-10,2026-10-10,ACTIVE,MONTHLY,1033.57,0.0184,-0.04,,
POL_000007913,SRC_POL_000007913,CUST_00004937,PROD_HOME_BASIC,CH_BRANCH,AGT_00134,AGY_020,2021-05-25,2022-05-25,,EXPIRED,MONTHLY,259.61,0.0207,-0.0316,,
POL_000007914,SRC_POL_000007914,CUST_00004937,PROD_HOME_PREMIUM,CH_MOBILE,AGT_00134,AGY_020,2023-07-07,2025-07-07,,EXPIRED,MONTHLY,758.33,0.0409,0.0548,,
POL_000007915,SRC_POL_000007915,CUST_00004938,PROD_LIFE_PREMIUM,CH_BRANCH,AGT_00107,AGY_016,2021-01-20,2026-01-20,,CANCELLED,ANNUAL,1020.32,0.0309,0.0331,2025-02-25,SERVICE
POL_000007916,SRC_POL_000007916,CUST_00004938,PROD_HOME_BASIC,CH_MOBILE,AGT_00106,AGY_016,2021-01-20,2023-01-20,,CANCELLED,MONTHLY,341.84,0.0488,0.0092,2022-08-05,COMPETITOR
POL_000007917,SRC_POL_000007917,CUST_00004938,PROD_AUTO_STANDARD,CH_MOBILE,AGT_00106,AGY_016,2024-08-11,2026-08-11,2026-08-11,ACTIVE,MONTHLY,844.69,0.0429,0.0593,,
POL_000007918,SRC_POL_000007918,CUST_00004939,PROD_AUTO_STANDARD,CH_BROKER,AGT_00119,AGY_017,2022-02-12,2028-02-12,2026-02-12,ACTIVE,MONTHLY,827.69,0.0422,0.016,,
