case_id,customer_id,policy_id,interaction_id,opened_datetime,closed_datetime,case_type,priority,case_status,sla_breached_flag,resolution_code,satisfaction_score
CAS_0000007035,CUST_00003957,POL_000006331,INT_00000040914,2025-10-22T18:00:00+00:00,2025-11-04T00:00:00+00:00,BILLING,LOW,RESOLVED,true,DOCUMENT_REQUESTED,
CAS_0000007036,CUST_00003957,POL_000006330,INT_00000040915,2021-10-04T17:00:00+00:00,2021-10-06T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,2.46
CAS_0000007037,CUST_00003957,POL_000006332,INT_00000040920,2023-04-09T14:00:00+00:00,2023-04-10T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,ESCALATED_BACKOFFICE,3.8
CAS_0000007038,CUST_00003958,POL_000006333,INT_00000040922,2026-01-21T16:00:00+00:00,2026-02-09T00:00:00+00:00,COMPLAINT,HIGH,CLOSED,false,ANSWERED,4.18
CAS_0000007039,CUST_00003959,POL_000006335,INT_00000040933,2023-02-28T16:00:00+00:00,2023-03-20T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,true,ANSWERED,2.81
CAS_0000007040,CUST_00003959,POL_000006336,INT_00000040935,2021-06-26T15:00:00+00:00,2021-07-15T00:00:00+00:00,BILLING,LOW,ESCALATED,true,COMPENSATED,2.75
CAS_0000007041,CUST_00003959,POL_000006334,INT_00000040937,2020-08-13T10:00:00+00:00,2020-08-22T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,ANSWERED,2.27
CAS_0000007042,CUST_00003959,POL_000006336,INT_00000040941,2021-09-15T09:00:00+00:00,2021-10-01T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,DOCUMENT_REQUESTED,2.9
CAS_0000007043,CUST_00003960,POL_000006338,INT_00000040950,2026-04-04T08:00:00+00:00,2026-04-21T00:00:00+00:00,COMPLAINT,LOW,ESCALATED,false,ANSWERED,5
CAS_0000007044,CUST_00003961,POL_000006341,INT_00000040958,2025-09-30T14:00:00+00:00,2025-10-22T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,ANSWERED,4.87
CAS_0000007045,CUST_00003962,POL_000006342,INT_00000040959,2024-05-09T11:00:00+00:00,2024-05-30T00:00:00+00:00,BILLING,LOW,CLOSED,false,ANSWERED,2.23
CAS_0000007046,CUST_00003962,POL_000006342,INT_00000040963,2022-04-30T15:00:00+00:00,2022-05-11T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,
CAS_0000007047,CUST_00003963,POL_000006343,INT_00000040978,2025-10-16T11:00:00+00:00,2025-10-27T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ANSWERED,1.79
CAS_0000007048,CUST_00003963,POL_000006343,INT_00000040981,2025-07-20T08:00:00+00:00,2025-07-31T00:00:00+00:00,COMPLAINT,HIGH,ESCALATED,false,DOCUMENT_REQUESTED,3.05
CAS_0000007049,CUST_00003964,POL_000006344,INT_00000040988,2025-11-08T13:00:00+00:00,2025-11-23T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,2.82
CAS_0000007050,CUST_00003964,POL_000006344,INT_00000040992,2026-04-13T13:00:00+00:00,2026-05-05T00:00:00+00:00,BILLING,MEDIUM,ESCALATED,true,COMPENSATED,2.25
CAS_0000007051,CUST_00003965,POL_000006345,INT_00000040999,2025-07-15T11:00:00+00:00,2025-07-27T00:00:00+00:00,BILLING,CRITICAL,CLOSED,true,ANSWERED,1.64
CAS_0000007052,CUST_00003966,POL_000006346,INT_00000041009,2025-05-10T11:00:00+00:00,2025-05-11T00:00:00+00:00,BILLING,CRITICAL,RESOLVED,true,ANSWERED,2.97
CAS_0000007053,CUST_00003966,POL_000006346,INT_00000041015,2025-06-26T18:00:00+00:00,2025-07-04T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,4.56
CAS_0000007054,CUST_00003967,POL_000006349,INT_00000041022,2022-09-25T16:00:00+00:00,2022-10-13T00:00:00+00:00,BILLING,HIGH,CLOSED,true,ANSWERED,2.55
CAS_0000007055,CUST_00003968,POL_000006352,INT_00000041030,2025-05-13T14:00:00+00:00,2025-05-21T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,COMPENSATED,3.69
CAS_0000007056,CUST_00003968,POL_000006350,INT_00000041033,2023-06-13T11:00:00+00:00,2023-06-24T00:00:00+00:00,COMPLAINT,HIGH,CLOSED,false,ANSWERED,2.24
CAS_0000007057,CUST_00003968,POL_000006352,INT_00000041036,2025-06-29T11:00:00+00:00,2025-07-04T00:00:00+00:00,BILLING,LOW,RESOLVED,true,ANSWERED,2.83
CAS_0000007058,CUST_00003968,POL_000006350,INT_00000041039,2022-08-03T08:00:00+00:00,2022-08-26T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,2.77
CAS_0000007059,CUST_00003969,POL_000006353,INT_00000041043,2025-09-06T10:00:00+00:00,2025-09-27T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,true,ANSWERED,3.48
CAS_0000007060,CUST_00003969,POL_000006353,INT_00000041048,2025-09-30T13:00:00+00:00,2025-10-12T00:00:00+00:00,BILLING,CRITICAL,RESOLVED,true,DOCUMENT_REQUESTED,2.79
CAS_0000007061,CUST_00003970,POL_000006355,INT_00000041055,2026-05-03T12:00:00+00:00,2026-05-09T00:00:00+00:00,BILLING,LOW,CLOSED,false,ANSWERED,5
CAS_0000007062,CUST_00003971,POL_000006356,INT_00000041068,2021-12-10T10:00:00+00:00,2021-12-12T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,4.41
CAS_0000007063,CUST_00003971,POL_000006356,INT_00000041070,2022-12-14T16:00:00+00:00,2022-12-28T00:00:00+00:00,BILLING,HIGH,RESOLVED,true,ANSWERED,2.28
CAS_0000007064,CUST_00003972,POL_000006357,INT_00000041076,2025-12-20T08:00:00+00:00,2026-01-11T00:00:00+00:00,CLAIM_SUPPORT,HIGH,CLOSED,true,DOCUMENT_REQUESTED,3.72
CAS_0000007065,CUST_00003972,POL_000006357,INT_00000041077,2025-06-27T14:00:00+00:00,2025-07-15T00:00:00+00:00,CLAIM_SUPPORT,LOW,ESCALATED,false,ANSWERED,
CAS_0000007066,CUST_00003972,POL_000006357,INT_00000041083,2025-09-08T15:00:00+00:00,2025-09-09T00:00:00+00:00,COMPLAINT,HIGH,CLOSED,false,ANSWERED,3.7
CAS_0000007067,CUST_00003973,POL_000006358,INT_00000041087,2025-09-04T13:00:00+00:00,2025-09-07T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,4.29
CAS_0000007068,CUST_00003974,POL_000006359,INT_00000041099,2024-09-26T13:00:00+00:00,2024-10-06T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,4.64
CAS_0000007069,CUST_00003974,POL_000006359,INT_00000041101,2024-09-21T18:00:00+00:00,2024-10-05T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,ANSWERED,2.7
CAS_0000007070,CUST_00003974,POL_000006359,INT_00000041104,2024-09-14T10:00:00+00:00,2024-10-04T00:00:00+00:00,BILLING,HIGH,RESOLVED,true,ANSWERED,2.82
CAS_0000007071,CUST_00003975,POL_000006360,INT_00000041112,2022-01-20T15:00:00+00:00,,BILLING,LOW,RESOLVED,false,ESCALATED_BACKOFFICE,4.25
CAS_0000007072,CUST_00003976,POL_000006361,INT_00000041113,2021-11-20T17:00:00+00:00,2021-12-07T00:00:00+00:00,BILLING,LOW,CLOSED,false,COMPENSATED,2.47
CAS_0000007073,CUST_00003976,POL_000006361,INT_00000041114,2022-02-26T17:00:00+00:00,2022-03-02T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,false,ANSWERED,3.34
CAS_0000007074,CUST_00003976,POL_000006361,INT_00000041118,2025-03-08T09:00:00+00:00,2025-03-16T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,
CAS_0000007075,CUST_00003976,POL_000006361,INT_00000041119,2025-11-25T17:00:00+00:00,2025-12-12T00:00:00+00:00,BILLING,HIGH,ESCALATED,false,ANSWERED,2.28
CAS_0000007076,CUST_00003977,POL_000006362,INT_00000041124,2025-07-03T12:00:00+00:00,2025-07-14T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ANSWERED,3.39
CAS_0000007077,CUST_00003977,POL_000006362,INT_00000041127,2024-08-12T16:00:00+00:00,2024-08-30T00:00:00+00:00,COMPLAINT,MEDIUM,CLOSED,false,ANSWERED,3.42
CAS_0000007078,CUST_00003977,POL_000006362,INT_00000041128,2025-01-21T16:00:00+00:00,2025-02-13T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,COMPENSATED,3.63
CAS_0000007079,CUST_00003978,POL_000006363,INT_00000041140,2021-03-24T08:00:00+00:00,2021-03-29T00:00:00+00:00,BILLING,LOW,CLOSED,false,DOCUMENT_REQUESTED,2.92
CAS_0000007080,CUST_00003978,POL_000006363,INT_00000041142,2021-09-28T08:00:00+00:00,2021-10-01T00:00:00+00:00,BILLING,MEDIUM,ESCALATED,false,ANSWERED,4.18
CAS_0000007081,CUST_00003979,POL_000006364,INT_00000041150,2021-08-17T10:00:00+00:00,2021-09-04T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,false,ANSWERED,4.15
CAS_0000007082,CUST_00003980,POL_000006366,INT_00000041152,2022-11-24T10:00:00+00:00,2022-12-15T00:00:00+00:00,BILLING,LOW,RESOLVED,false,DOCUMENT_REQUESTED,4.48
CAS_0000007083,CUST_00003980,POL_000006365,INT_00000041153,2023-10-24T13:00:00+00:00,2023-11-14T00:00:00+00:00,BILLING,HIGH,ESCALATED,false,ANSWERED,1.91
CAS_0000007084,CUST_00003981,POL_000006368,INT_00000041164,2024-12-10T12:00:00+00:00,2024-12-20T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,true,DOCUMENT_REQUESTED,4.5
CAS_0000007085,CUST_00003981,POL_000006368,INT_00000041175,2026-01-22T10:00:00+00:00,2026-02-11T00:00:00+00:00,BILLING,LOW,RESOLVED,false,COMPENSATED,3.82
CAS_0000007086,CUST_00003982,POL_000006369,INT_00000041187,2022-05-16T17:00:00+00:00,2022-05-26T00:00:00+00:00,CLAIM_SUPPORT,HIGH,CLOSED,false,ANSWERED,2.22
CAS_0000007087,CUST_00003983,POL_000006373,INT_00000041190,2024-06-04T09:00:00+00:00,2024-06-11T00:00:00+00:00,BILLING,MEDIUM,CLOSED,true,DOCUMENT_REQUESTED,1.74
CAS_0000007088,CUST_00003983,POL_000006373,INT_00000041200,2024-05-22T10:00:00+00:00,2024-05-24T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,COMPENSATED,4.27
CAS_0000007089,CUST_00003984,POL_000006374,INT_00000041207,2025-07-25T12:00:00+00:00,2025-07-26T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,ANSWERED,4.55
CAS_0000007090,CUST_00003984,POL_000006374,INT_00000041210,2025-10-01T13:00:00+00:00,2025-10-15T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,4.8
CAS_0000007091,CUST_00003985,POL_000006375,INT_00000041216,2025-02-11T13:00:00+00:00,2025-02-23T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,ESCALATED,false,ESCALATED_BACKOFFICE,3.22
CAS_0000007092,CUST_00003985,POL_000006375,INT_00000041218,2024-11-18T14:00:00+00:00,2024-11-27T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ESCALATED_BACKOFFICE,4.08
CAS_0000007093,CUST_00003986,POL_000006376,INT_00000041227,2024-07-03T16:00:00+00:00,2024-07-11T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ANSWERED,3.73
CAS_0000007094,CUST_00003987,POL_000006378,INT_00000041241,2024-08-16T11:00:00+00:00,2024-09-04T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,3.87
CAS_0000007095,CUST_00003988,POL_000006380,INT_00000041248,2022-09-13T17:00:00+00:00,2022-09-28T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,ESCALATED,false,DOCUMENT_REQUESTED,3.68
CAS_0000007096,CUST_00003988,POL_000006380,INT_00000041251,2022-01-20T17:00:00+00:00,2022-01-31T00:00:00+00:00,COMPLAINT,MEDIUM,ESCALATED,true,DOCUMENT_REQUESTED,1.98
CAS_0000007097,CUST_00003988,POL_000006381,INT_00000041255,2025-08-11T13:00:00+00:00,2025-09-01T00:00:00+00:00,COMPLAINT,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,4.52
CAS_0000007098,CUST_00003989,POL_000006382,INT_00000041261,2021-09-14T15:00:00+00:00,2021-09-17T00:00:00+00:00,COMPLAINT,HIGH,ESCALATED,false,COMPENSATED,4.53
CAS_0000007099,CUST_00003990,POL_000006383,INT_00000041273,2023-08-10T08:00:00+00:00,2023-08-17T00:00:00+00:00,CLAIM_SUPPORT,CRITICAL,ESCALATED,false,COMPENSATED,2.76
CAS_0000007100,CUST_00003990,POL_000006383,INT_00000041276,2023-08-17T08:00:00+00:00,2023-08-29T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ESCALATED_BACKOFFICE,4.43
CAS_0000007101,CUST_00003991,POL_000006384,INT_00000041281,2025-04-04T12:00:00+00:00,2025-04-27T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,ESCALATED_BACKOFFICE,4.25
CAS_0000007102,CUST_00003992,POL_000006385,INT_00000041297,2026-06-06T15:00:00+00:00,2026-06-19T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,ANSWERED,4.07
CAS_0000007103,CUST_00003994,POL_000006387,INT_00000041320,2024-10-02T11:00:00+00:00,2024-10-08T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,3.28
CAS_0000007104,CUST_00003994,POL_000006387,INT_00000041323,2026-03-10T15:00:00+00:00,2026-03-28T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,true,ANSWERED,2.68
CAS_0000007105,CUST_00003995,POL_000006388,INT_00000041327,2025-03-03T08:00:00+00:00,2025-03-12T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,true,DOCUMENT_REQUESTED,3.69
CAS_0000007106,CUST_00003996,POL_000006389,INT_00000041339,2025-04-22T10:00:00+00:00,2025-05-16T00:00:00+00:00,BILLING,LOW,CLOSED,true,COMPENSATED,2.48
CAS_0000007107,CUST_00003996,POL_000006389,INT_00000041341,2025-12-13T15:00:00+00:00,2025-12-21T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,ANSWERED,2.4
CAS_0000007108,CUST_00003997,POL_000006390,INT_00000041353,2026-06-28T12:00:00+00:00,2026-07-08T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,2.18
CAS_0000007109,CUST_00003997,POL_000006390,INT_00000041355,2025-06-30T13:00:00+00:00,2025-07-05T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,COMPENSATED,2.61
CAS_0000007110,CUST_00003998,POL_000006392,INT_00000041362,2024-10-09T16:00:00+00:00,2024-11-01T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,3.13
CAS_0000007111,CUST_00003999,POL_000006393,INT_00000041373,2022-10-29T09:00:00+00:00,2022-11-16T00:00:00+00:00,BILLING,CRITICAL,RESOLVED,false,DOCUMENT_REQUESTED,2.8
CAS_0000007112,CUST_00004000,POL_000006394,INT_00000041379,2024-10-07T16:00:00+00:00,2024-10-15T00:00:00+00:00,BILLING,HIGH,CLOSED,false,ESCALATED_BACKOFFICE,1.78
CAS_0000007113,CUST_00004000,POL_000006394,INT_00000041380,2025-12-20T14:00:00+00:00,2026-01-11T00:00:00+00:00,BILLING,LOW,RESOLVED,false,DOCUMENT_REQUESTED,4.45
CAS_0000007114,CUST_00004000,POL_000006394,INT_00000041387,2024-06-19T13:00:00+00:00,2024-06-24T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,COMPENSATED,3.37
CAS_0000007115,CUST_00004001,POL_000006396,INT_00000041394,2025-07-21T13:00:00+00:00,2025-08-08T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,3.17
CAS_0000007116,CUST_00004001,POL_000006395,INT_00000041396,2025-08-11T11:00:00+00:00,2025-08-21T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,3.54
CAS_0000007117,CUST_00004002,POL_000006397,INT_00000041398,2026-05-14T09:00:00+00:00,2026-05-27T00:00:00+00:00,BILLING,HIGH,RESOLVED,true,ESCALATED_BACKOFFICE,4.23
CAS_0000007118,CUST_00004002,POL_000006397,INT_00000041400,2025-11-16T12:00:00+00:00,2025-12-10T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,ESCALATED,false,ANSWERED,3.18
CAS_0000007119,CUST_00004002,POL_000006397,INT_00000041401,2025-04-15T16:00:00+00:00,2025-04-26T00:00:00+00:00,COMPLAINT,HIGH,CLOSED,false,ANSWERED,4.39
CAS_0000007120,CUST_00004002,POL_000006398,INT_00000041402,2024-08-04T12:00:00+00:00,2024-08-19T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,COMPENSATED,2.24
CAS_0000007121,CUST_00004004,POL_000006400,INT_00000041417,2025-10-18T08:00:00+00:00,2025-11-07T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,DOCUMENT_REQUESTED,2.18
CAS_0000007122,CUST_00004004,POL_000006400,INT_00000041419,2026-03-24T09:00:00+00:00,,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,2.08
CAS_0000007123,CUST_00004004,POL_000006400,INT_00000041421,2024-12-18T18:00:00+00:00,2024-12-26T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,4.72
CAS_0000007124,CUST_00004005,POL_000006401,INT_00000041428,2025-10-19T13:00:00+00:00,2025-11-07T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,true,ANSWERED,1
CAS_0000007125,CUST_00004005,POL_000006401,INT_00000041432,2024-12-26T13:00:00+00:00,2025-01-08T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,DOCUMENT_REQUESTED,4.48
CAS_0000007126,CUST_00004011,POL_000006411,INT_00000041480,2025-11-21T13:00:00+00:00,2025-11-26T00:00:00+00:00,BILLING,LOW,CLOSED,false,ESCALATED_BACKOFFICE,3.01
CAS_0000007127,CUST_00004011,POL_000006411,INT_00000041482,2025-09-10T17:00:00+00:00,2025-10-04T00:00:00+00:00,BILLING,MEDIUM,CLOSED,true,DOCUMENT_REQUESTED,3.39
CAS_0000007128,CUST_00004012,POL_000006412,INT_00000041495,2021-08-28T10:00:00+00:00,2021-09-07T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,CLOSED,false,DOCUMENT_REQUESTED,4.62
CAS_0000007129,CUST_00004013,POL_000006414,INT_00000041500,2023-06-09T18:00:00+00:00,2023-06-14T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,
CAS_0000007130,CUST_00004013,POL_000006414,INT_00000041503,2024-08-21T09:00:00+00:00,2024-09-03T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,2.56
CAS_0000007131,CUST_00004014,POL_000006415,INT_00000041512,2026-05-09T11:00:00+00:00,2026-05-28T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,ANSWERED,2.84
CAS_0000007132,CUST_00004015,POL_000006416,INT_00000041519,2024-01-22T16:00:00+00:00,2024-01-31T00:00:00+00:00,BILLING,LOW,RESOLVED,true,ESCALATED_BACKOFFICE,2.09
CAS_0000007133,CUST_00004015,POL_000006416,INT_00000041522,2021-09-10T08:00:00+00:00,2021-09-21T00:00:00+00:00,BILLING,HIGH,CLOSED,false,ANSWERED,3.35
CAS_0000007134,CUST_00004016,POL_000006419,INT_00000041532,2021-03-24T12:00:00+00:00,2021-04-07T00:00:00+00:00,BILLING,MEDIUM,ESCALATED,true,COMPENSATED,1
CAS_0000007135,CUST_00004016,POL_000006419,INT_00000041533,2024-08-04T11:00:00+00:00,2024-08-16T00:00:00+00:00,COMPLAINT,LOW,RESOLVED,true,ESCALATED_BACKOFFICE,2.47
CAS_0000007136,CUST_00004016,POL_000006418,INT_00000041534,2024-09-13T12:00:00+00:00,2024-09-16T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,2.12
CAS_0000007137,CUST_00004017,POL_000006420,INT_00000041547,2023-06-20T09:00:00+00:00,2023-07-05T00:00:00+00:00,BILLING,LOW,ESCALATED,false,DOCUMENT_REQUESTED,2.98
CAS_0000007138,CUST_00004017,POL_000006420,INT_00000041548,2026-03-05T08:00:00+00:00,2026-03-25T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ANSWERED,4.08
CAS_0000007139,CUST_00004018,POL_000006422,INT_00000041553,2024-08-04T14:00:00+00:00,2024-08-18T00:00:00+00:00,CLAIM_SUPPORT,HIGH,ESCALATED,true,ANSWERED,4.91
CAS_0000007140,CUST_00004019,POL_000006424,INT_00000041561,2025-12-08T15:00:00+00:00,2025-12-23T00:00:00+00:00,BILLING,MEDIUM,CLOSED,false,COMPENSATED,4.66
CAS_0000007141,CUST_00004019,POL_000006425,INT_00000041563,2026-05-06T10:00:00+00:00,2026-05-21T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,COMPENSATED,3.25
CAS_0000007142,CUST_00004019,POL_000006425,INT_00000041570,2024-07-04T08:00:00+00:00,2024-07-27T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,false,ESCALATED_BACKOFFICE,3.78
CAS_0000007143,CUST_00004020,POL_000006426,INT_00000041577,2024-07-25T13:00:00+00:00,2024-08-09T00:00:00+00:00,COMPLAINT,HIGH,ESCALATED,false,ANSWERED,3.68
CAS_0000007144,CUST_00004020,POL_000006426,INT_00000041578,2022-02-07T18:00:00+00:00,2022-02-26T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,ANSWERED,2.86
CAS_0000007145,CUST_00004020,POL_000006426,INT_00000041580,2024-07-15T15:00:00+00:00,2024-07-28T00:00:00+00:00,BILLING,HIGH,RESOLVED,false,ANSWERED,3.69
CAS_0000007146,CUST_00004022,POL_000006428,INT_00000041594,2026-04-24T11:00:00+00:00,2026-04-26T00:00:00+00:00,BILLING,LOW,CLOSED,true,ANSWERED,3.11
CAS_0000007147,CUST_00004022,POL_000006429,INT_00000041598,2025-07-19T09:00:00+00:00,2025-07-20T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,true,DOCUMENT_REQUESTED,2.44
CAS_0000007148,CUST_00004022,POL_000006428,INT_00000041600,2025-08-20T16:00:00+00:00,2025-08-25T00:00:00+00:00,BILLING,LOW,RESOLVED,true,DOCUMENT_REQUESTED,
CAS_0000007149,CUST_00004023,POL_000006431,INT_00000041602,2026-01-23T11:00:00+00:00,2026-02-17T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ANSWERED,4.23
CAS_0000007150,CUST_00004024,POL_000006432,INT_00000041614,2025-04-11T17:00:00+00:00,2025-04-24T00:00:00+00:00,CLAIM_SUPPORT,HIGH,CLOSED,false,ESCALATED_BACKOFFICE,3.9
CAS_0000007151,CUST_00004024,POL_000006432,INT_00000041618,2026-04-09T09:00:00+00:00,2026-04-30T00:00:00+00:00,BILLING,LOW,CLOSED,false,DOCUMENT_REQUESTED,2.17
CAS_0000007152,CUST_00004026,POL_000006434,INT_00000041626,2025-01-09T10:00:00+00:00,2025-01-10T00:00:00+00:00,BILLING,MEDIUM,RESOLVED,true,ANSWERED,3.61
CAS_0000007153,CUST_00004026,POL_000006434,INT_00000041632,2025-03-23T16:00:00+00:00,2025-04-04T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,COMPENSATED,3.42
CAS_0000007154,CUST_00004026,POL_000006434,INT_00000041633,2026-02-24T17:00:00+00:00,2026-03-19T00:00:00+00:00,COMPLAINT,LOW,CLOSED,true,ANSWERED,2.32
CAS_0000007155,CUST_00004026,POL_000006434,INT_00000041634,2023-04-18T11:00:00+00:00,2023-05-09T00:00:00+00:00,CLAIM_SUPPORT,HIGH,CLOSED,false,DOCUMENT_REQUESTED,3.7
CAS_0000007156,CUST_00004027,POL_000006435,INT_00000041638,2021-04-02T08:00:00+00:00,2021-04-03T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,ESCALATED_BACKOFFICE,2.55
CAS_0000007157,CUST_00004027,POL_000006435,INT_00000041640,2022-11-21T09:00:00+00:00,2022-12-01T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,false,DOCUMENT_REQUESTED,2.08
CAS_0000007158,CUST_00004028,POL_000006436,INT_00000041645,2023-06-01T13:00:00+00:00,2023-06-23T00:00:00+00:00,CLAIM_SUPPORT,CRITICAL,RESOLVED,false,ANSWERED,1.88
CAS_0000007159,CUST_00004028,POL_000006437,INT_00000041648,2022-10-19T15:00:00+00:00,2022-10-30T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,ANSWERED,4.96
CAS_0000007160,CUST_00004029,POL_000006440,INT_00000041660,2025-11-02T16:00:00+00:00,2025-11-23T00:00:00+00:00,CLAIM_SUPPORT,LOW,CLOSED,true,ANSWERED,2.69
CAS_0000007161,CUST_00004029,POL_000006440,INT_00000041661,2024-12-16T12:00:00+00:00,2024-12-19T00:00:00+00:00,COMPLAINT,MEDIUM,ESCALATED,false,ANSWERED,3.13
CAS_0000007162,CUST_00004030,POL_000006441,INT_00000041665,2026-04-14T10:00:00+00:00,2026-05-05T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,false,ANSWERED,3.51
CAS_0000007163,CUST_00004031,POL_000006445,INT_00000041672,2021-09-08T09:00:00+00:00,2021-09-14T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,ANSWERED,3.67
CAS_0000007164,CUST_00004031,POL_000006445,INT_00000041673,2025-03-02T09:00:00+00:00,2025-03-10T00:00:00+00:00,CLAIM_SUPPORT,MEDIUM,RESOLVED,false,COMPENSATED,2.78
CAS_0000007165,CUST_00004032,POL_000006447,INT_00000041683,2023-10-06T08:00:00+00:00,2023-10-08T00:00:00+00:00,COMPLAINT,HIGH,RESOLVED,true,ANSWERED,1.97
CAS_0000007166,CUST_00004033,POL_000006448,INT_00000041695,2023-05-22T12:00:00+00:00,2023-06-07T00:00:00+00:00,COMPLAINT,MEDIUM,RESOLVED,false,ANSWERED,3.5
CAS_0000007167,CUST_00004034,POL_000006449,INT_00000041702,2025-09-21T18:00:00+00:00,2025-09-30T00:00:00+00:00,CLAIM_SUPPORT,HIGH,ESCALATED,false,ANSWERED,4.51
CAS_0000007168,CUST_00004034,POL_000006449,INT_00000041704,2026-01-21T12:00:00+00:00,2026-01-27T00:00:00+00:00,BILLING,LOW,RESOLVED,false,ANSWERED,4.58
CAS_0000007169,CUST_00004034,POL_000006449,INT_00000041706,2025-08-29T09:00:00+00:00,2025-09-11T00:00:00+00:00,CLAIM_SUPPORT,LOW,RESOLVED,true,COMPENSATED,1.81
CAS_0000007170,CUST_00004035,POL_000006451,INT_00000041709,2025-06-02T08:00:00+00:00,2025-06-23T00:00:00+00:00,CLAIM_SUPPORT,HIGH,RESOLVED,false,DOCUMENT_REQUESTED,2.9
