retention_action_id,customer_id,policy_id,action_date,action_timestamp,action_type,trigger_reason,offered_value,channel_id,agent_id,accepted_flag,retained_90d_flag
RET_0000000784,CUST_00005009,POL_000008024,2024-08-10,2024-08-10T17:00:00+00:00,DISCOUNT,COMPLAINT,99.13,CH_RETENTION_OUTBOUND,AGT_00097,true,true
RET_0000000785,CUST_00005039,POL_000008071,2024-01-26,2024-01-26T13:00:00+00:00,CALLBACK,PREMIUM_INCREASE,18.75,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000786,CUST_00005040,POL_000008072,2025-09-14,2025-09-14T13:00:00+00:00,LOYALTY_BONUS,COMPLAINT,43.16,CH_RETENTION_OUTBOUND,AGT_00006,false,false
RET_0000000787,CUST_00005044,POL_000008078,2025-01-28,2025-01-28T12:00:00+00:00,CALLBACK,COMPLAINT,83.61,CH_RETENTION_OUTBOUND,AGT_00160,false,false
RET_0000000788,CUST_00005047,POL_000008083,2025-04-05,2025-04-05T16:00:00+00:00,CALLBACK,RENEWAL_RISK,66.67,CH_RETENTION_OUTBOUND,AGT_00090,false,false
RET_0000000789,CUST_00005056,POL_000008100,2024-08-04,2024-08-04T12:00:00+00:00,CLAIM_REVIEW,LOW_ENGAGEMENT,61.88,CH_RETENTION_OUTBOUND,AGT_00069,true,false
RET_0000000790,CUST_00005057,POL_000008101,2024-05-12,2024-05-12T14:00:00+00:00,CLAIM_REVIEW,PAYMENT_INCIDENT,31.95,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000791,CUST_00005060,POL_000008106,2026-05-20,2026-05-20T16:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,36.51,CH_RETENTION_OUTBOUND,AGT_00027,false,false
RET_0000000792,CUST_00005064,POL_000008110,2024-02-25,2024-02-25T09:00:00+00:00,CALLBACK,RENEWAL_RISK,218.73,CH_RETENTION_OUTBOUND,AGT_00062,false,false
RET_0000000793,CUST_00005065,POL_000008114,2023-12-10,2023-12-10T09:00:00+00:00,LOYALTY_BONUS,PAYMENT_INCIDENT,88.17,CH_RETENTION_OUTBOUND,AGT_00083,true,true
RET_0000000794,CUST_00005066,POL_000008115,2025-07-23,2025-07-23T11:00:00+00:00,PAYMENT_PLAN,COMPLAINT,48.26,CH_RETENTION_OUTBOUND,AGT_00125,false,false
RET_0000000795,CUST_00005069,POL_000008119,2025-09-08,2025-09-08T10:00:00+00:00,LOYALTY_BONUS,COMPLAINT,9.35,CH_RETENTION_OUTBOUND,AGT_00055,false,false
RET_0000000796,CUST_00005072,POL_000008124,2025-03-13,2025-03-13T08:00:00+00:00,DISCOUNT,RENEWAL_RISK,79.28,CH_RETENTION_OUTBOUND,AGT_00139,false,false
RET_0000000797,CUST_00005073,POL_000008128,2024-10-10,2024-10-10T18:00:00+00:00,PAYMENT_PLAN,PAYMENT_INCIDENT,127.41,CH_RETENTION_OUTBOUND,AGT_00006,false,false
RET_0000000798,CUST_00005088,POL_000008155,2026-03-24,2026-03-24T18:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,97.54,CH_RETENTION_OUTBOUND,AGT_00146,false,false
RET_0000000799,CUST_00005099,POL_000008171,2026-04-01,2026-04-01T18:00:00+00:00,CLAIM_REVIEW,RENEWAL_RISK,47.17,CH_RETENTION_OUTBOUND,AGT_00013,true,true
RET_0000000800,CUST_00005100,POL_000008172,2024-08-29,2024-08-29T18:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,41.98,CH_RETENTION_OUTBOUND,AGT_00069,false,false
RET_0000000801,CUST_00005102,POL_000008175,2026-05-18,2026-05-18T09:00:00+00:00,PAYMENT_PLAN,RENEWAL_RISK,43.59,CH_RETENTION_OUTBOUND,AGT_00006,false,false
RET_0000000802,CUST_00005108,POL_000008185,2026-01-18,2026-01-18T15:00:00+00:00,DISCOUNT,PAYMENT_INCIDENT,46.62,CH_RETENTION_OUTBOUND,AGT_00034,true,true
RET_0000000803,CUST_00005109,POL_000008187,2024-06-30,2024-06-30T09:00:00+00:00,LOYALTY_BONUS,LOW_ENGAGEMENT,100.57,CH_RETENTION_OUTBOUND,AGT_00146,false,false
RET_0000000804,CUST_00005113,POL_000008193,2025-11-25,2025-11-25T19:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,42.72,CH_RETENTION_OUTBOUND,AGT_00083,false,false
RET_0000000805,CUST_00005114,POL_000008196,2025-06-29,2025-06-29T16:00:00+00:00,LOYALTY_BONUS,RENEWAL_RISK,123.05,CH_RETENTION_OUTBOUND,AGT_00048,true,true
RET_0000000806,CUST_00005117,POL_000008201,2025-10-23,2025-10-23T19:00:00+00:00,CLAIM_REVIEW,PREMIUM_INCREASE,85.62,CH_RETENTION_OUTBOUND,AGT_00160,false,false
RET_0000000807,CUST_00005119,POL_000008205,2023-10-11,2023-10-11T12:00:00+00:00,PAYMENT_PLAN,PREMIUM_INCREASE,22.13,CH_RETENTION_OUTBOUND,AGT_00083,true,true
RET_0000000808,CUST_00005120,POL_000008206,2022-01-01,2022-01-01T15:00:00+00:00,CALLBACK,HIGH_VALUE_SAVE,18.65,CH_RETENTION_OUTBOUND,AGT_00069,false,false
RET_0000000809,CUST_00005123,POL_000008213,2023-08-08,2023-08-08T14:00:00+00:00,CLAIM_REVIEW,PREMIUM_INCREASE,36.0,CH_RETENTION_OUTBOUND,AGT_00111,false,false
RET_0000000810,CUST_00005124,POL_000008214,2025-12-10,2025-12-10T16:00:00+00:00,CLAIM_REVIEW,COMPLAINT,45.09,CH_RETENTION_OUTBOUND,AGT_00139,true,true
RET_0000000811,CUST_00005127,POL_000008217,2025-03-11,2025-03-11T11:00:00+00:00,CLAIM_REVIEW,RENEWAL_RISK,12.66,CH_RETENTION_OUTBOUND,AGT_00020,true,true
RET_0000000812,CUST_00005150,POL_000008250,2026-06-14,2026-06-14T08:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,52.01,CH_RETENTION_OUTBOUND,AGT_00062,true,true
RET_0000000813,CUST_00005159,POL_000008265,2024-04-16,2024-04-16T08:00:00+00:00,PAYMENT_PLAN,RENEWAL_RISK,9.39,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000814,CUST_00005166,POL_000008275,2025-03-20,2025-03-20T13:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,149.32,CH_RETENTION_OUTBOUND,AGT_00013,false,false
RET_0000000815,CUST_00005201,POL_000008334,2025-05-08,2025-05-08T19:00:00+00:00,DISCOUNT,RENEWAL_RISK,44.19,CH_RETENTION_OUTBOUND,AGT_00027,true,true
RET_0000000816,CUST_00005206,POL_000008341,2025-01-07,2025-01-07T10:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,234.01,CH_RETENTION_OUTBOUND,AGT_00055,false,false
RET_0000000817,CUST_00005211,POL_000008347,2025-12-26,2025-12-26T10:00:00+00:00,PAYMENT_PLAN,PREMIUM_INCREASE,66.09,CH_RETENTION_OUTBOUND,AGT_00062,true,false
RET_0000000818,CUST_00005213,POL_000008351,2025-11-17,2025-11-17T12:00:00+00:00,CLAIM_REVIEW,PREMIUM_INCREASE,56.86,CH_RETENTION_OUTBOUND,AGT_00027,false,false
RET_0000000819,CUST_00005234,POL_000008389,2026-01-09,2026-01-09T19:00:00+00:00,DISCOUNT,RENEWAL_RISK,63.57,CH_RETENTION_OUTBOUND,AGT_00020,true,true
RET_0000000820,CUST_00005235,POL_000008390,2023-11-18,2023-11-18T18:00:00+00:00,CLAIM_REVIEW,PAYMENT_INCIDENT,54.8,CH_RETENTION_OUTBOUND,AGT_00027,false,false
RET_0000000821,CUST_00005242,POL_000008400,2023-11-09,2023-11-09T13:00:00+00:00,LOYALTY_BONUS,HIGH_VALUE_SAVE,8.69,CH_RETENTION_OUTBOUND,AGT_00034,false,false
RET_0000000822,CUST_00005254,POL_000008414,2025-08-22,2025-08-22T17:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,23.16,CH_RETENTION_OUTBOUND,AGT_00118,false,false
RET_0000000823,CUST_00005256,POL_000008416,2023-12-27,2023-12-27T09:00:00+00:00,CLAIM_REVIEW,RENEWAL_RISK,8.94,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000824,CUST_00005279,POL_000008460,2024-12-05,2024-12-05T10:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,46.37,CH_RETENTION_OUTBOUND,AGT_00104,true,false
RET_0000000825,CUST_00005281,POL_000008462,2022-01-01,2022-01-01T09:00:00+00:00,CALLBACK,PREMIUM_INCREASE,102.13,CH_RETENTION_OUTBOUND,AGT_00013,true,true
RET_0000000826,CUST_00005288,POL_000008476,2026-03-24,2026-03-24T08:00:00+00:00,CLAIM_REVIEW,PREMIUM_INCREASE,63.48,CH_RETENTION_OUTBOUND,AGT_00083,true,true
RET_0000000827,CUST_00005302,POL_000008498,2025-04-12,2025-04-12T19:00:00+00:00,DISCOUNT,COMPLAINT,39.35,CH_RETENTION_OUTBOUND,AGT_00069,false,false
RET_0000000828,CUST_00005303,POL_000008500,2025-01-05,2025-01-05T16:00:00+00:00,CALLBACK,PREMIUM_INCREASE,36.67,CH_RETENTION_OUTBOUND,AGT_00027,false,false
RET_0000000829,CUST_00005305,POL_000008504,2024-11-10,2024-11-10T10:00:00+00:00,CALLBACK,LOW_ENGAGEMENT,48.71,CH_RETENTION_OUTBOUND,AGT_00069,false,false
RET_0000000830,CUST_00005315,POL_000008517,2026-02-11,2026-02-11T11:00:00+00:00,DISCOUNT,COMPLAINT,53.22,CH_RETENTION_OUTBOUND,AGT_00027,false,false
RET_0000000831,CUST_00005342,POL_000008554,2026-01-20,2026-01-20T11:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,59.8,CH_RETENTION_OUTBOUND,AGT_00020,false,false
RET_0000000832,CUST_00005343,POL_000008556,2026-04-04,2026-04-04T10:00:00+00:00,DISCOUNT,RENEWAL_RISK,14.67,CH_RETENTION_OUTBOUND,AGT_00125,false,false
RET_0000000833,CUST_00005347,POL_000008563,2026-02-03,2026-02-03T08:00:00+00:00,LOYALTY_BONUS,HIGH_VALUE_SAVE,36.04,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000834,CUST_00005349,POL_000008566,2026-05-08,2026-05-08T13:00:00+00:00,PAYMENT_PLAN,PREMIUM_INCREASE,6.96,CH_RETENTION_OUTBOUND,AGT_00055,true,true
RET_0000000835,CUST_00005350,POL_000008567,2025-11-14,2025-11-14T18:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,24.39,CH_RETENTION_OUTBOUND,AGT_00146,true,true
RET_0000000836,CUST_00005365,POL_000008593,2023-10-25,2023-10-25T13:00:00+00:00,CALLBACK,COMPLAINT,30.88,CH_RETENTION_OUTBOUND,AGT_00020,false,false
RET_0000000837,CUST_00005372,POL_000008604,2025-01-14,2025-01-14T14:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,18.07,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000838,CUST_00005379,POL_000008613,2025-10-20,2025-10-20T11:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,88.66,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000839,CUST_00005383,POL_000008622,2024-09-17,2024-09-17T19:00:00+00:00,DISCOUNT,PAYMENT_INCIDENT,93.19,CH_RETENTION_OUTBOUND,AGT_00013,false,false
RET_0000000840,CUST_00005396,POL_000008648,2026-03-25,2026-03-25T09:00:00+00:00,PAYMENT_PLAN,COMPLAINT,179.14,CH_RETENTION_OUTBOUND,AGT_00048,true,true
RET_0000000841,CUST_00005400,POL_000008653,2026-01-12,2026-01-12T09:00:00+00:00,PAYMENT_PLAN,PREMIUM_INCREASE,53.14,CH_RETENTION_OUTBOUND,AGT_00048,false,false
RET_0000000842,CUST_00005402,POL_000008656,2022-03-03,2022-03-03T19:00:00+00:00,CLAIM_REVIEW,COMPLAINT,32.85,CH_RETENTION_OUTBOUND,AGT_00090,false,false
RET_0000000843,CUST_00005405,POL_000008659,2026-03-15,2026-03-15T15:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,47.9,CH_RETENTION_OUTBOUND,AGT_00048,true,true
RET_0000000844,CUST_00005406,POL_000008662,2025-09-23,2025-09-23T14:00:00+00:00,DISCOUNT,PAYMENT_INCIDENT,37.18,CH_RETENTION_OUTBOUND,AGT_00167,true,true
RET_0000000845,CUST_00005411,POL_000008668,2025-10-02,2025-10-02T09:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,36.01,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000846,CUST_00005414,POL_000008674,2025-05-06,2025-05-06T10:00:00+00:00,CLAIM_REVIEW,PAYMENT_INCIDENT,24.59,CH_RETENTION_OUTBOUND,AGT_00020,false,false
RET_0000000847,CUST_00005415,POL_000008675,2026-05-06,2026-05-06T18:00:00+00:00,CALLBACK,PREMIUM_INCREASE,19.17,CH_RETENTION_OUTBOUND,AGT_00020,true,true
RET_0000000848,CUST_00005420,POL_000008683,2024-08-03,2024-08-03T17:00:00+00:00,DISCOUNT,PAYMENT_INCIDENT,149.16,CH_RETENTION_OUTBOUND,AGT_00048,true,true
RET_0000000849,CUST_00005421,POL_000008684,2026-04-13,2026-04-13T11:00:00+00:00,CALLBACK,RENEWAL_RISK,10.21,CH_RETENTION_OUTBOUND,AGT_00146,true,true
RET_0000000850,CUST_00005449,POL_000008722,2025-03-05,2025-03-05T19:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,20.04,CH_RETENTION_OUTBOUND,AGT_00097,true,true
RET_0000000851,CUST_00005456,POL_000008731,2022-02-16,2022-02-16T18:00:00+00:00,DISCOUNT,COMPLAINT,148.78,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000852,CUST_00005458,POL_000008733,2024-12-16,2024-12-16T09:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,17.15,CH_RETENTION_OUTBOUND,AGT_00083,false,false
RET_0000000853,CUST_00005461,POL_000008738,2025-11-09,2025-11-09T08:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,34.97,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000854,CUST_00005480,POL_000008768,2025-02-12,2025-02-12T11:00:00+00:00,CLAIM_REVIEW,LOW_ENGAGEMENT,47.44,CH_RETENTION_OUTBOUND,AGT_00006,true,true
RET_0000000855,CUST_00005487,POL_000008778,2025-02-06,2025-02-06T12:00:00+00:00,CALLBACK,COMPLAINT,57.94,CH_RETENTION_OUTBOUND,AGT_00083,false,false
RET_0000000856,CUST_00005489,POL_000008780,2026-03-29,2026-03-29T13:00:00+00:00,PAYMENT_PLAN,PAYMENT_INCIDENT,21.07,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000857,CUST_00005492,POL_000008783,2023-09-11,2023-09-11T17:00:00+00:00,PAYMENT_PLAN,RENEWAL_RISK,51.51,CH_RETENTION_OUTBOUND,AGT_00069,false,false
RET_0000000858,CUST_00005496,POL_000008791,2026-05-08,2026-05-08T16:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,41.1,CH_RETENTION_OUTBOUND,AGT_00132,true,true
RET_0000000859,CUST_00005503,POL_000008801,2025-11-05,2025-11-05T18:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,133.05,CH_RETENTION_OUTBOUND,AGT_00132,false,false
RET_0000000860,CUST_00005526,POL_000008834,2025-01-28,2025-01-28T11:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,102.77,CH_RETENTION_OUTBOUND,AGT_00118,true,true
RET_0000000861,CUST_00005527,POL_000008836,2024-03-04,2024-03-04T10:00:00+00:00,LOYALTY_BONUS,COMPLAINT,37.01,CH_RETENTION_OUTBOUND,AGT_00062,false,false
RET_0000000862,CUST_00005529,POL_000008842,2025-07-03,2025-07-03T18:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,73.04,CH_RETENTION_OUTBOUND,AGT_00034,true,true
RET_0000000863,CUST_00005545,POL_000008869,2025-11-22,2025-11-22T16:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,103.14,CH_RETENTION_OUTBOUND,AGT_00146,true,true
RET_0000000864,CUST_00005550,POL_000008880,2023-09-15,2023-09-15T11:00:00+00:00,CALLBACK,PREMIUM_INCREASE,178.86,CH_RETENTION_OUTBOUND,AGT_00153,true,true
RET_0000000865,CUST_00005551,POL_000008881,2025-08-26,2025-08-26T08:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,168.9,CH_RETENTION_OUTBOUND,AGT_00013,false,false
RET_0000000866,CUST_00005569,POL_000008908,2024-08-24,2024-08-24T14:00:00+00:00,CALLBACK,PREMIUM_INCREASE,69.86,CH_RETENTION_OUTBOUND,AGT_00048,false,false
RET_0000000867,CUST_00005571,POL_000008910,2025-07-23,2025-07-23T19:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,34.71,CH_RETENTION_OUTBOUND,AGT_00041,true,true
RET_0000000868,CUST_00005576,POL_000008918,2023-03-08,2023-03-08T11:00:00+00:00,DISCOUNT,COMPLAINT,69.3,CH_RETENTION_OUTBOUND,AGT_00097,true,true
RET_0000000869,CUST_00005586,POL_000008932,2025-07-30,2025-07-30T10:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,76.57,CH_RETENTION_OUTBOUND,AGT_00048,false,false
RET_0000000870,CUST_00005589,POL_000008938,2026-06-24,2026-06-24T16:00:00+00:00,PAYMENT_PLAN,HIGH_VALUE_SAVE,60.39,CH_RETENTION_OUTBOUND,AGT_00111,true,true
RET_0000000871,CUST_00005598,POL_000008957,2026-03-12,2026-03-12T14:00:00+00:00,CALLBACK,RENEWAL_RISK,79.11,CH_RETENTION_OUTBOUND,AGT_00062,false,false
RET_0000000872,CUST_00005613,POL_000008991,2026-05-05,2026-05-05T13:00:00+00:00,PAYMENT_PLAN,COMPLAINT,33.46,CH_RETENTION_OUTBOUND,AGT_00034,true,true
RET_0000000873,CUST_00005627,POL_000009014,2024-01-18,2024-01-18T16:00:00+00:00,DISCOUNT,HIGH_VALUE_SAVE,59.65,CH_RETENTION_OUTBOUND,AGT_00146,true,true
RET_0000000874,CUST_00005631,POL_000009020,2026-06-13,2026-06-13T10:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,28.36,CH_RETENTION_OUTBOUND,AGT_00034,false,false
RET_0000000875,CUST_00005634,POL_000009024,2025-03-26,2025-03-26T13:00:00+00:00,CALLBACK,RENEWAL_RISK,17.67,CH_RETENTION_OUTBOUND,AGT_00020,false,false
RET_0000000876,CUST_00005635,POL_000009025,2023-09-04,2023-09-04T15:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,32.57,CH_RETENTION_OUTBOUND,AGT_00104,false,false
RET_0000000877,CUST_00005639,POL_000009031,2025-12-17,2025-12-17T19:00:00+00:00,DISCOUNT,COMPLAINT,16.31,CH_RETENTION_OUTBOUND,AGT_00020,false,false
RET_0000000878,CUST_00005640,POL_000009032,2026-05-15,2026-05-15T14:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,208.55,CH_RETENTION_OUTBOUND,AGT_00125,false,false
RET_0000000879,CUST_00005644,POL_000009041,2026-05-15,2026-05-15T15:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,28.67,CH_RETENTION_OUTBOUND,AGT_00167,false,false
RET_0000000880,CUST_00005647,POL_000009046,2026-04-25,2026-04-25T18:00:00+00:00,LOYALTY_BONUS,COMPLAINT,11.11,CH_RETENTION_OUTBOUND,AGT_00006,false,false
RET_0000000881,CUST_00005659,POL_000009067,2023-02-19,2023-02-19T18:00:00+00:00,CALLBACK,HIGH_VALUE_SAVE,89.33,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000882,CUST_00005661,POL_000009069,2023-10-11,2023-10-11T13:00:00+00:00,LOYALTY_BONUS,RENEWAL_RISK,28.85,CH_RETENTION_OUTBOUND,AGT_00090,false,false
RET_0000000883,CUST_00005664,POL_000009072,2024-08-18,2024-08-18T08:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,97.45,CH_RETENTION_OUTBOUND,AGT_00125,true,true
RET_0000000884,CUST_00005668,POL_000009077,2025-09-15,2025-09-15T17:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,44.94,CH_RETENTION_OUTBOUND,AGT_00006,true,true
RET_0000000885,CUST_00005679,POL_000009095,2023-03-16,2023-03-16T14:00:00+00:00,CLAIM_REVIEW,COMPLAINT,7.94,CH_RETENTION_OUTBOUND,AGT_00034,false,false
RET_0000000886,CUST_00005686,POL_000009110,2025-11-14,2025-11-14T17:00:00+00:00,CLAIM_REVIEW,PAYMENT_INCIDENT,67.79,CH_RETENTION_OUTBOUND,AGT_00083,false,false
RET_0000000887,CUST_00005688,POL_000009114,2025-10-05,2025-10-05T08:00:00+00:00,DISCOUNT,COMPLAINT,135.86,CH_RETENTION_OUTBOUND,AGT_00020,true,false
RET_0000000888,CUST_00005693,POL_000009120,2026-06-26,2026-06-26T11:00:00+00:00,CALLBACK,PREMIUM_INCREASE,11.03,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000889,CUST_00005700,POL_000009137,2025-11-27,2025-11-27T12:00:00+00:00,CALLBACK,COMPLAINT,68.14,CH_RETENTION_OUTBOUND,AGT_00104,true,true
RET_0000000890,CUST_00005704,POL_000009141,2026-05-23,2026-05-23T18:00:00+00:00,PAYMENT_PLAN,PAYMENT_INCIDENT,15.29,CH_RETENTION_OUTBOUND,AGT_00062,false,false
RET_0000000891,CUST_00005712,POL_000009153,2022-12-09,2022-12-09T16:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,57.61,CH_RETENTION_OUTBOUND,AGT_00062,false,false
RET_0000000892,CUST_00005714,POL_000009158,2026-04-30,2026-04-30T12:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,151.66,CH_RETENTION_OUTBOUND,AGT_00048,false,false
RET_0000000893,CUST_00005716,POL_000009160,2025-02-07,2025-02-07T09:00:00+00:00,CALLBACK,PREMIUM_INCREASE,41.55,CH_RETENTION_OUTBOUND,AGT_00090,false,false
RET_0000000894,CUST_00005721,POL_000009168,2026-06-05,2026-06-05T12:00:00+00:00,CALLBACK,PREMIUM_INCREASE,83.03,CH_RETENTION_OUTBOUND,AGT_00090,true,true
RET_0000000895,CUST_00005728,POL_000009181,2025-11-14,2025-11-14T17:00:00+00:00,CALLBACK,RENEWAL_RISK,12.56,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000896,CUST_00005735,POL_000009192,2025-12-23,2025-12-23T13:00:00+00:00,DISCOUNT,LOW_ENGAGEMENT,42.53,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000897,CUST_00005749,POL_000009213,2025-11-04,2025-11-04T08:00:00+00:00,LOYALTY_BONUS,COMPLAINT,44.48,CH_RETENTION_OUTBOUND,AGT_00104,false,false
RET_0000000898,CUST_00005762,POL_000009232,2024-09-06,2024-09-06T11:00:00+00:00,LOYALTY_BONUS,LOW_ENGAGEMENT,77.13,CH_RETENTION_OUTBOUND,AGT_00111,true,true
RET_0000000899,CUST_00005766,POL_000009241,2025-10-20,2025-10-20T08:00:00+00:00,DISCOUNT,HIGH_VALUE_SAVE,38.08,CH_RETENTION_OUTBOUND,AGT_00076,false,false
RET_0000000900,CUST_00005778,POL_000009265,2023-01-27,2023-01-27T09:00:00+00:00,PAYMENT_PLAN,PAYMENT_INCIDENT,18.15,CH_RETENTION_OUTBOUND,AGT_00118,false,false
RET_0000000901,CUST_00005783,POL_000009277,2025-07-27,2025-07-27T15:00:00+00:00,CALLBACK,RENEWAL_RISK,175.73,CH_RETENTION_OUTBOUND,AGT_00076,false,false
RET_0000000902,CUST_00005784,POL_000009278,2026-05-03,2026-05-03T13:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,12.34,CH_RETENTION_OUTBOUND,AGT_00118,true,true
RET_0000000903,CUST_00005786,POL_000009281,2023-02-17,2023-02-17T08:00:00+00:00,CLAIM_REVIEW,PAYMENT_INCIDENT,44.74,CH_RETENTION_OUTBOUND,AGT_00055,false,false
RET_0000000904,CUST_00005793,POL_000009293,2026-03-18,2026-03-18T19:00:00+00:00,CALLBACK,COMPLAINT,120.35,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000905,CUST_00005810,POL_000009321,2026-02-27,2026-02-27T13:00:00+00:00,PAYMENT_PLAN,RENEWAL_RISK,19.48,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000906,CUST_00005818,POL_000009333,2023-09-14,2023-09-14T13:00:00+00:00,CALLBACK,PREMIUM_INCREASE,38.1,CH_RETENTION_OUTBOUND,AGT_00048,true,true
RET_0000000907,CUST_00005821,POL_000009339,2026-01-13,2026-01-13T11:00:00+00:00,LOYALTY_BONUS,HIGH_VALUE_SAVE,190.17,CH_RETENTION_OUTBOUND,AGT_00153,true,true
RET_0000000908,CUST_00005822,POL_000009340,2025-11-07,2025-11-07T17:00:00+00:00,DISCOUNT,COMPLAINT,48.84,CH_RETENTION_OUTBOUND,AGT_00069,false,false
RET_0000000909,CUST_00005829,POL_000009350,2026-04-27,2026-04-27T19:00:00+00:00,CALLBACK,RENEWAL_RISK,162.23,CH_RETENTION_OUTBOUND,AGT_00069,true,true
RET_0000000910,CUST_00005837,POL_000009361,2026-06-14,2026-06-14T08:00:00+00:00,CALLBACK,LOW_ENGAGEMENT,259.54,CH_RETENTION_OUTBOUND,AGT_00118,false,false
RET_0000000911,CUST_00005846,POL_000009375,2026-06-10,2026-06-10T08:00:00+00:00,DISCOUNT,RENEWAL_RISK,55.66,CH_RETENTION_OUTBOUND,AGT_00111,true,true
RET_0000000912,CUST_00005850,POL_000009381,2024-06-28,2024-06-28T11:00:00+00:00,LOYALTY_BONUS,PREMIUM_INCREASE,56.96,CH_RETENTION_OUTBOUND,AGT_00006,true,true
RET_0000000913,CUST_00005855,POL_000009393,2023-12-14,2023-12-14T12:00:00+00:00,LOYALTY_BONUS,HIGH_VALUE_SAVE,17.96,CH_RETENTION_OUTBOUND,AGT_00083,false,false
RET_0000000914,CUST_00005861,POL_000009405,2025-07-20,2025-07-20T10:00:00+00:00,DISCOUNT,PREMIUM_INCREASE,88.4,CH_RETENTION_OUTBOUND,AGT_00090,true,true
RET_0000000915,CUST_00005863,POL_000009407,2026-02-26,2026-02-26T17:00:00+00:00,LOYALTY_BONUS,LOW_ENGAGEMENT,14.89,CH_RETENTION_OUTBOUND,AGT_00118,true,true
RET_0000000916,CUST_00005868,POL_000009414,2026-05-01,2026-05-01T09:00:00+00:00,PAYMENT_PLAN,COMPLAINT,122.31,CH_RETENTION_OUTBOUND,AGT_00125,true,true
RET_0000000917,CUST_00005872,POL_000009419,2025-10-25,2025-10-25T12:00:00+00:00,CALLBACK,COMPLAINT,86.38,CH_RETENTION_OUTBOUND,AGT_00034,false,false
RET_0000000918,CUST_00005874,POL_000009421,2025-10-06,2025-10-06T18:00:00+00:00,CALLBACK,HIGH_VALUE_SAVE,15.88,CH_RETENTION_OUTBOUND,AGT_00146,true,true
RET_0000000919,CUST_00005875,POL_000009422,2026-06-27,2026-06-27T19:00:00+00:00,PAYMENT_PLAN,PREMIUM_INCREASE,71.61,CH_RETENTION_OUTBOUND,AGT_00097,false,false
RET_0000000920,CUST_00005876,POL_000009423,2025-07-10,2025-07-10T12:00:00+00:00,PAYMENT_PLAN,PREMIUM_INCREASE,75.2,CH_RETENTION_OUTBOUND,AGT_00041,false,false
RET_0000000921,CUST_00005877,POL_000009425,2025-01-19,2025-01-19T19:00:00+00:00,CALLBACK,PAYMENT_INCIDENT,20.21,CH_RETENTION_OUTBOUND,AGT_00013,true,true
